# WL(nm)	 Flux(ergs/cm**2/s/nm)
227.4409    	4.79E+06
227.4446    	4.53E+06
227.4482    	4.86E+06
227.4519    	4.77E+06
227.4556    	4.52E+06
227.4593    	4.13E+06
227.463     	3.99E+06
227.4666    	3.93E+06
227.4703    	3.50E+06
227.474     	3.19E+06
227.4777    	3.51E+06
227.4813    	3.95E+06
227.485     	3.46E+06
227.4887    	2.91E+06
227.4924    	2.58E+06
227.4961    	2.89E+06
227.4997    	3.52E+06
227.5034    	5.31E+06
227.5071    	5.76E+06
227.5108    	5.35E+06
227.5145    	4.54E+06
227.5181    	5.21E+06
227.5218    	4.96E+06
227.5255    	5.51E+06
227.5292    	5.22E+06
227.5329    	3.80E+06
227.5365    	3.31E+06
227.5402    	3.21E+06
227.5439    	3.80E+06
227.5476    	3.44E+06
227.5512    	3.45E+06
227.5549    	3.93E+06
227.5586    	5.27E+06
227.5623    	6.04E+06
227.566     	5.59E+06
227.5696    	6.20E+06
227.5733    	6.16E+06
227.577     	5.99E+06
227.5807    	6.46E+06
227.5844    	7.61E+06
227.588     	7.37E+06
227.5917    	5.88E+06
227.5954    	4.21E+06
227.5991    	3.74E+06
227.6027    	3.02E+06
227.6064    	3.17E+06
227.6101    	3.74E+06
227.6138    	4.43E+06
227.6175    	4.76E+06
227.6211    	4.76E+06
227.6248    	4.37E+06
227.6285    	3.45E+06
227.6322    	2.83E+06
227.6359    	3.33E+06
227.6395    	4.00E+06
227.6432    	3.55E+06
227.6469    	3.78E+06
227.6506    	4.17E+06
227.6542    	3.93E+06
227.6579    	3.84E+06
227.6616    	3.33E+06
227.6653    	3.35E+06
227.669     	3.97E+06
227.6726    	4.05E+06
227.6763    	3.41E+06
227.68      	4.27E+06
227.6837    	5.34E+06
227.6873    	7.89E+06
227.691     	9.25E+06
227.6947    	6.94E+06
227.6984    	5.33E+06
227.7021    	4.15E+06
227.7057    	3.77E+06
227.7094    	4.13E+06
227.7131    	4.61E+06
227.7168    	5.01E+06
227.7204    	6.38E+06
227.7241    	6.64E+06
227.7278    	6.01E+06
227.7315    	4.88E+06
227.7352    	3.89E+06
227.7388    	3.24E+06
227.7425    	3.70E+06
227.7462    	4.34E+06
227.7499    	4.46E+06
227.7535    	4.34E+06
227.7572    	4.81E+06
227.7609    	5.35E+06
227.7646    	6.28E+06
227.7683    	7.32E+06
227.7719    	7.41E+06
227.7756    	7.50E+06
227.7793    	7.03E+06
227.783     	6.95E+06
227.7866    	6.24E+06
227.7903    	5.19E+06
227.794     	3.36E+06
227.7977    	3.72E+06
227.8013    	4.62E+06
227.805     	5.00E+06
227.8087    	6.24E+06
227.8124    	7.64E+06
227.8161    	7.01E+06
227.8197    	5.69E+06
227.8234    	5.31E+06
227.8271    	5.13E+06
227.8308    	4.81E+06
227.8344    	4.61E+06
227.8381    	3.96E+06
227.8418    	4.12E+06
227.8455    	3.44E+06
227.8491    	2.75E+06
227.8528    	2.05E+06
227.8565    	2.38E+06
227.8602    	2.86E+06
227.8639    	3.77E+06
227.8675    	5.01E+06
227.8712    	5.94E+06
227.8749    	5.91E+06
227.8786    	5.28E+06
227.8822    	5.29E+06
227.8859    	4.81E+06
227.8896    	4.90E+06
227.8933    	5.77E+06
227.8969    	6.23E+06
227.9006    	5.74E+06
227.9043    	5.06E+06
227.908     	4.28E+06
227.9116    	4.00E+06
227.9153    	3.98E+06
227.919     	5.06E+06
227.9227    	5.78E+06
227.9263    	5.87E+06
227.93      	6.44E+06
227.9337    	6.77E+06
227.9374    	6.96E+06
227.9411    	6.75E+06
227.9447    	5.04E+06
227.9484    	4.48E+06
227.9521    	4.56E+06
227.9558    	4.20E+06
227.9594    	4.10E+06
227.9631    	4.00E+06
227.9668    	4.39E+06
227.9705    	4.89E+06
227.9741    	5.49E+06
227.9778    	6.07E+06
227.9815    	6.42E+06
227.9852    	6.13E+06
227.9888    	5.69E+06
227.9925    	5.77E+06
227.9962    	5.34E+06
227.9999    	4.98E+06
228.0035    	6.05E+06
228.0072    	7.06E+06
228.0109    	7.44E+06
228.0146    	7.27E+06
228.0182    	6.78E+06
228.0219    	7.07E+06
228.0256    	6.78E+06
228.0293    	5.08E+06
228.0329    	3.84E+06
228.0366    	3.72E+06
228.0403    	3.57E+06
228.044     	4.38E+06
228.0476    	5.27E+06
228.0513    	5.62E+06
228.055     	5.64E+06
228.0587    	5.82E+06
228.0623    	8.00E+06
228.066     	1.19E+07
228.0697    	1.88E+07
228.0734    	2.46E+07
228.0771    	2.49E+07
228.0807    	1.99E+07
228.0844    	1.30E+07
228.0881    	8.73E+06
228.0918    	7.08E+06
228.0954    	6.43E+06
228.0991    	5.34E+06
228.1028    	3.76E+06
228.1065    	2.65E+06
228.1101    	2.57E+06
228.1138    	3.44E+06
228.1175    	4.83E+06
228.1212    	4.76E+06
228.1248    	5.24E+06
228.1285    	5.73E+06
228.1322    	6.20E+06
228.1358    	6.20E+06
228.1395    	5.97E+06
228.1432    	5.28E+06
228.1469    	5.33E+06
228.1505    	6.15E+06
228.1542    	6.15E+06
228.1579    	5.47E+06
228.1616    	5.46E+06
228.1652    	6.27E+06
228.1689    	6.87E+06
228.1726    	6.61E+06
228.1763    	6.87E+06
228.1799    	6.79E+06
228.1836    	6.90E+06
228.1873    	5.88E+06
228.191     	5.21E+06
228.1946    	4.60E+06
228.1983    	5.07E+06
228.202     	6.06E+06
228.2057    	6.74E+06
228.2093    	7.41E+06
228.213     	7.79E+06
228.2167    	6.64E+06
228.2204    	5.88E+06
228.224     	6.75E+06
228.2277    	6.75E+06
228.2314    	6.29E+06
228.2351    	5.66E+06
228.2387    	5.63E+06
228.2424    	4.46E+06
228.2461    	3.77E+06
228.2498    	4.48E+06
228.2534    	5.98E+06
228.2571    	6.89E+06
228.2608    	7.05E+06
228.2645    	5.77E+06
228.2681    	5.68E+06
228.2718    	6.32E+06
228.2755    	6.40E+06
228.2791    	5.47E+06
228.2828    	4.85E+06
228.2865    	5.99E+06
228.2902    	7.92E+06
228.2938    	8.48E+06
228.2975    	7.82E+06
228.3012    	6.77E+06
228.3049    	7.34E+06
228.3085    	8.16E+06
228.3122    	7.18E+06
228.3159    	7.05E+06
228.3196    	7.95E+06
228.3232    	8.36E+06
228.3269    	8.88E+06
228.3306    	7.81E+06
228.3342    	6.66E+06
228.3379    	6.95E+06
228.3416    	6.41E+06
228.3453    	6.28E+06
228.3489    	5.39E+06
228.3526    	5.09E+06
228.3563    	5.37E+06
228.36      	5.38E+06
228.3636    	5.92E+06
228.3673    	4.86E+06
228.371     	4.03E+06
228.3747    	4.29E+06
228.3783    	4.43E+06
228.382     	4.30E+06
228.3857    	4.11E+06
228.3893    	3.84E+06
228.393     	3.40E+06
228.3967    	3.98E+06
228.4004    	4.63E+06
228.404     	4.94E+06
228.4077    	4.55E+06
228.4114    	3.36E+06
228.4151    	3.01E+06
228.4187    	4.15E+06
228.4224    	4.67E+06
228.4261    	5.02E+06
228.4297    	5.36E+06
228.4334    	5.18E+06
228.4371    	5.06E+06
228.4408    	5.51E+06
228.4444    	4.86E+06
228.4481    	3.44E+06
228.4518    	3.77E+06
228.4555    	4.77E+06
228.4591    	5.34E+06
228.4628    	5.85E+06
228.4665    	5.95E+06
228.4701    	6.33E+06
228.4738    	5.75E+06
228.4775    	5.12E+06
228.4812    	5.06E+06
228.4848    	4.91E+06
228.4885    	3.60E+06
228.4922    	3.33E+06
228.4959    	3.34E+06
228.4995    	3.55E+06
228.5032    	4.29E+06
228.5069    	4.49E+06
228.5105    	4.92E+06
228.5142    	5.66E+06
228.5179    	5.89E+06
228.5216    	5.34E+06
228.5252    	5.38E+06
228.5289    	6.64E+06
228.5326    	7.18E+06
228.5362    	6.68E+06
228.5399    	6.86E+06
228.5436    	6.99E+06
228.5473    	6.44E+06
228.5509    	6.64E+06
228.5546    	7.49E+06
228.5583    	6.90E+06
228.562     	5.87E+06
228.5656    	4.93E+06
228.5693    	4.24E+06
228.573     	3.89E+06
228.5766    	4.20E+06
228.5803    	4.50E+06
228.584     	5.21E+06
228.5877    	6.08E+06
228.5913    	6.19E+06
228.595     	5.93E+06
228.5987    	6.86E+06
228.6023    	7.28E+06
228.606     	6.97E+06
228.6097    	7.24E+06
228.6134    	7.89E+06
228.617     	8.17E+06
228.6207    	7.40E+06
228.6244    	6.07E+06
228.628     	5.62E+06
228.6317    	5.46E+06
228.6354    	5.50E+06
228.6391    	6.35E+06
228.6427    	7.29E+06
228.6464    	8.17E+06
228.6501    	8.55E+06
228.6537    	9.07E+06
228.6574    	8.54E+06
228.6611    	7.15E+06
228.6648    	6.47E+06
228.6684    	5.75E+06
228.6721    	5.66E+06
228.6758    	6.69E+06
228.6794    	7.73E+06
228.6831    	7.79E+06
228.6868    	7.21E+06
228.6904    	5.47E+06
228.6941    	3.99E+06
228.6978    	2.96E+06
228.7015    	2.80E+06
228.7051    	3.85E+06
228.7088    	5.06E+06
228.7125    	5.39E+06
228.7161    	5.32E+06
228.7198    	4.48E+06
228.7235    	3.63E+06
228.7271    	3.54E+06
228.7309    	4.08E+06
228.7346    	5.77E+06
228.7383    	6.88E+06
228.7421    	7.16E+06
228.7458    	6.05E+06
228.7495    	5.05E+06
228.7532    	4.45E+06
228.757     	4.99E+06
228.7607    	5.15E+06
228.7644    	5.10E+06
228.7682    	4.39E+06
228.7719    	4.83E+06
228.7756    	5.38E+06
228.7793    	5.50E+06
228.7831    	5.56E+06
228.7868    	5.49E+06
228.7905    	4.33E+06
228.7943    	4.10E+06
228.798     	4.34E+06
228.8017    	3.74E+06
228.8054    	2.66E+06
228.8092    	2.07E+06
228.8129    	2.35E+06
228.8166    	3.27E+06
228.8203    	3.93E+06
228.8241    	4.21E+06
228.8278    	4.24E+06
228.8315    	4.53E+06
228.8353    	4.88E+06
228.839     	4.58E+06
228.8427    	3.46E+06
228.8464    	2.54E+06
228.8502    	3.10E+06
228.8539    	4.45E+06
228.8576    	4.35E+06
228.8614    	4.00E+06
228.8651    	3.48E+06
228.8688    	4.74E+06
228.8725    	7.14E+06
228.8763    	6.95E+06
228.88      	6.29E+06
228.8837    	5.20E+06
228.8874    	3.90E+06
228.8912    	4.40E+06
228.8949    	5.62E+06
228.8986    	5.99E+06
228.9024    	7.33E+06
228.9061    	8.93E+06
228.9098    	9.39E+06
228.9135    	8.33E+06
228.9173    	7.08E+06
228.921     	4.71E+06
228.9247    	3.61E+06
228.9284    	4.32E+06
228.9322    	4.44E+06
228.9359    	5.44E+06
228.9396    	6.89E+06
228.9434    	6.47E+06
228.9471    	5.70E+06
228.9508    	5.98E+06
228.9545    	6.48E+06
228.9583    	5.81E+06
228.962     	5.28E+06
228.9657    	5.67E+06
228.9694    	6.35E+06
228.9732    	6.24E+06
228.9769    	4.94E+06
228.9806    	3.89E+06
228.9844    	2.64E+06
228.9881    	2.60E+06
228.9918    	4.06E+06
228.9955    	5.52E+06
228.9993    	6.31E+06
229.003     	6.52E+06
229.0067    	7.12E+06
229.0104    	6.97E+06
229.0142    	7.50E+06
229.0179    	5.90E+06
229.0216    	4.69E+06
229.0253    	4.81E+06
229.0291    	5.56E+06
229.0328    	6.13E+06
229.0365    	5.81E+06
229.0402    	5.09E+06
229.044     	4.52E+06
229.0477    	4.89E+06
229.0514    	5.63E+06
229.0552    	5.88E+06
229.0589    	5.97E+06
229.0626    	5.81E+06
229.0663    	5.41E+06
229.0701    	4.42E+06
229.0738    	4.02E+06
229.0775    	3.99E+06
229.0812    	3.40E+06
229.085     	2.72E+06
229.0887    	2.73E+06
229.0924    	3.42E+06
229.0961    	4.37E+06
229.0999    	5.20E+06
229.1036    	5.26E+06
229.1073    	5.28E+06
229.111     	4.71E+06
229.1148    	4.87E+06
229.1185    	5.34E+06
229.1222    	5.90E+06
229.1259    	5.87E+06
229.1297    	5.21E+06
229.1334    	3.66E+06
229.1371    	3.10E+06
229.1409    	3.36E+06
229.1446    	4.93E+06
229.1483    	5.33E+06
229.152     	5.80E+06
229.1558    	5.31E+06
229.1595    	4.18E+06
229.1632    	3.37E+06
229.1669    	4.49E+06
229.1707    	5.05E+06
229.1744    	4.49E+06
229.1781    	4.68E+06
229.1818    	5.72E+06
229.1856    	5.15E+06
229.1893    	4.30E+06
229.193     	3.53E+06
229.1967    	3.30E+06
229.2005    	4.04E+06
229.2042    	5.08E+06
229.2079    	4.60E+06
229.2116    	5.46E+06
229.2154    	6.81E+06
229.2191    	6.63E+06
229.2228    	5.90E+06
229.2265    	5.25E+06
229.2303    	4.93E+06
229.234     	6.46E+06
229.2377    	7.50E+06
229.2414    	6.13E+06
229.2452    	4.72E+06
229.2489    	4.67E+06
229.2526    	6.28E+06
229.2563    	7.45E+06
229.2601    	6.61E+06
229.2638    	5.86E+06
229.2675    	4.93E+06
229.2712    	6.26E+06
229.275     	7.72E+06
229.2787    	7.48E+06
229.2824    	6.17E+06
229.2861    	5.78E+06
229.2899    	6.92E+06
229.2936    	7.12E+06
229.2973    	6.97E+06
229.301     	5.59E+06
229.3048    	5.51E+06
229.3085    	6.77E+06
229.3122    	7.39E+06
229.3159    	6.64E+06
229.3197    	5.97E+06
229.3234    	6.29E+06
229.3271    	5.22E+06
229.3308    	4.40E+06
229.3346    	3.32E+06
229.3383    	3.38E+06
229.342     	4.47E+06
229.3457    	5.20E+06
229.3495    	6.22E+06
229.3532    	7.67E+06
229.3569    	8.68E+06
229.3606    	8.33E+06
229.3643    	8.53E+06
229.3681    	7.36E+06
229.3718    	6.95E+06
229.3755    	6.48E+06
229.3792    	7.37E+06
229.383     	6.86E+06
229.3867    	6.80E+06
229.3904    	5.76E+06
229.3941    	3.64E+06
229.3979    	3.11E+06
229.4016    	4.41E+06
229.4053    	5.06E+06
229.409     	6.45E+06
229.4128    	6.91E+06
229.4165    	6.64E+06
229.4202    	5.82E+06
229.4239    	5.71E+06
229.4277    	7.49E+06
229.4314    	7.50E+06
229.4351    	6.66E+06
229.4388    	7.58E+06
229.4425    	7.69E+06
229.4463    	8.87E+06
229.45      	1.07E+07
229.4537    	9.84E+06
229.4574    	8.16E+06
229.4612    	6.28E+06
229.4649    	5.26E+06
229.4686    	3.79E+06
229.4723    	4.35E+06
229.4761    	4.62E+06
229.4798    	4.62E+06
229.4835    	5.04E+06
229.4872    	4.69E+06
229.491     	5.30E+06
229.4947    	4.72E+06
229.4984    	5.87E+06
229.5021    	6.50E+06
229.5058    	5.84E+06
229.5096    	6.59E+06
229.5133    	6.95E+06
229.517     	5.86E+06
229.5207    	4.44E+06
229.5245    	2.84E+06
229.5282    	3.46E+06
229.5319    	4.84E+06
229.5356    	5.68E+06
229.5394    	6.26E+06
229.5431    	6.01E+06
229.5468    	6.13E+06
229.5505    	7.42E+06
229.5542    	6.59E+06
229.558     	6.78E+06
229.5617    	6.00E+06
229.5654    	6.17E+06
229.5691    	5.70E+06
229.5729    	5.41E+06
229.5766    	7.17E+06
229.5803    	7.22E+06
229.584     	6.94E+06
229.5877    	5.19E+06
229.5915    	4.97E+06
229.5952    	5.33E+06
229.5989    	6.16E+06
229.6026    	7.04E+06
229.6064    	5.39E+06
229.6101    	4.56E+06
229.6138    	4.83E+06
229.6175    	5.53E+06
229.6213    	6.33E+06
229.625     	5.00E+06
229.6287    	5.63E+06
229.6324    	5.34E+06
229.6361    	5.18E+06
229.6399    	6.42E+06
229.6436    	8.97E+06
229.6473    	9.23E+06
229.651     	9.34E+06
229.6548    	8.99E+06
229.6585    	8.43E+06
229.6622    	8.65E+06
229.6659    	8.70E+06
229.6696    	9.76E+06
229.6734    	9.92E+06
229.6771    	9.52E+06
229.6808    	9.65E+06
229.6845    	8.52E+06
229.6883    	6.23E+06
229.692     	4.28E+06
229.6957    	4.58E+06
229.6994    	5.24E+06
229.7031    	5.97E+06
229.7069    	5.96E+06
229.7106    	7.01E+06
229.7143    	7.56E+06
229.718     	7.20E+06
229.7217    	7.72E+06
229.7255    	7.59E+06
229.7292    	8.21E+06
229.7329    	8.31E+06
229.7366    	6.15E+06
229.7404    	5.16E+06
229.7441    	5.62E+06
229.7478    	6.97E+06
229.7515    	5.88E+06
229.7552    	4.97E+06
229.759     	5.24E+06
229.7627    	7.25E+06
229.7664    	7.37E+06
229.7701    	5.96E+06
229.7738    	4.73E+06
229.7776    	3.41E+06
229.7813    	4.58E+06
229.785     	5.47E+06
229.7887    	6.55E+06
229.7925    	6.87E+06
229.7962    	6.29E+06
229.7999    	5.75E+06
229.8036    	6.47E+06
229.8073    	7.11E+06
229.8111    	7.08E+06
229.8148    	5.93E+06
229.8185    	6.12E+06
229.8222    	6.34E+06
229.8259    	6.10E+06
229.8297    	5.23E+06
229.8334    	5.59E+06
229.8371    	5.94E+06
229.8408    	6.39E+06
229.8445    	5.80E+06
229.8483    	5.81E+06
229.852     	4.82E+06
229.8557    	3.77E+06
229.8594    	3.05E+06
229.8632    	3.09E+06
229.8669    	3.16E+06
229.8706    	3.65E+06
229.8743    	3.98E+06
229.878     	3.88E+06
229.8818    	4.34E+06
229.8855    	4.04E+06
229.8892    	3.42E+06
229.8929    	2.92E+06
229.8966    	2.41E+06
229.9004    	2.37E+06
229.9041    	2.59E+06
229.9078    	2.86E+06
229.9115    	3.04E+06
229.9152    	3.99E+06
229.919     	4.21E+06
229.9227    	4.58E+06
229.9264    	5.19E+06
229.9301    	5.69E+06
229.9338    	5.73E+06
229.9376    	5.22E+06
229.9413    	5.26E+06
229.945     	5.08E+06
229.9487    	5.06E+06
229.9524    	5.26E+06
229.9562    	6.58E+06
229.9599    	6.22E+06
229.9636    	6.67E+06
229.9673    	6.77E+06
229.971     	6.59E+06
229.9748    	5.64E+06
229.9785    	4.86E+06
229.9822    	4.65E+06
229.9859    	4.49E+06
229.9896    	4.04E+06
229.9934    	4.12E+06
229.9971    	3.83E+06
230.0008    	3.62E+06
230.0045    	3.13E+06
230.0082    	3.75E+06
230.012     	3.51E+06
230.0157    	4.14E+06
230.0194    	4.41E+06
230.0231    	4.00E+06
230.0268    	3.64E+06
230.0306    	3.48E+06
230.0343    	4.50E+06
230.038     	5.45E+06
230.0417    	5.01E+06
230.0454    	5.40E+06
230.0492    	5.37E+06
230.0529    	4.36E+06
230.0566    	4.95E+06
230.0603    	4.72E+06
230.064     	3.74E+06
230.0678    	3.68E+06
230.0715    	4.50E+06
230.0752    	4.70E+06
230.0789    	4.88E+06
230.0826    	4.60E+06
230.0863    	4.39E+06
230.0901    	3.79E+06
230.0938    	3.21E+06
230.0975    	3.03E+06
230.1012    	2.68E+06
230.1049    	2.99E+06
230.1087    	2.54E+06
230.1124    	2.30E+06
230.1161    	2.46E+06
230.1198    	3.15E+06
230.1235    	3.49E+06
230.1273    	4.06E+06
230.131     	3.22E+06
230.1347    	2.90E+06
230.1384    	3.32E+06
230.1421    	3.10E+06
230.1459    	2.17E+06
230.1496    	2.52E+06
230.1533    	2.56E+06
230.157     	2.64E+06
230.1607    	2.45E+06
230.1644    	2.62E+06
230.1682    	2.30E+06
230.1719    	2.64E+06
230.1756    	3.39E+06
230.1793    	4.16E+06
230.183     	4.51E+06
230.1868    	3.91E+06
230.1905    	3.34E+06
230.1942    	3.12E+06
230.1979    	3.51E+06
230.2016    	2.68E+06
230.2054    	3.43E+06
230.2091    	3.89E+06
230.2128    	3.45E+06
230.2165    	4.30E+06
230.2202    	5.15E+06
230.2239    	4.78E+06
230.2277    	4.54E+06
230.2314    	4.86E+06
230.2351    	4.01E+06
230.2388    	3.79E+06
230.2425    	3.65E+06
230.2463    	3.81E+06
230.25      	3.34E+06
230.2537    	2.81E+06
230.2574    	3.13E+06
230.2611    	4.31E+06
230.2648    	6.29E+06
230.2686    	6.72E+06
230.2723    	7.27E+06
230.276     	6.63E+06
230.2797    	6.20E+06
230.2834    	5.05E+06
230.2871    	4.63E+06
230.2909    	5.68E+06
230.2946    	5.52E+06
230.2983    	5.26E+06
230.302     	5.41E+06
230.3057    	4.75E+06
230.3095    	4.35E+06
230.3132    	4.66E+06
230.3169    	5.17E+06
230.3206    	5.74E+06
230.3243    	5.67E+06
230.328     	6.04E+06
230.3318    	5.58E+06
230.3355    	4.61E+06
230.3392    	5.17E+06
230.3429    	5.38E+06
230.3466    	6.08E+06
230.3503    	6.59E+06
230.3541    	5.87E+06
230.3578    	4.77E+06
230.3615    	4.31E+06
230.3652    	4.66E+06
230.3689    	4.96E+06
230.3727    	5.06E+06
230.3764    	5.23E+06
230.3801    	5.08E+06
230.3838    	5.75E+06
230.3875    	5.38E+06
230.3912    	5.01E+06
230.395     	4.38E+06
230.3987    	4.65E+06
230.4024    	4.91E+06
230.4061    	5.48E+06
230.4098    	5.95E+06
230.4135    	5.39E+06
230.4173    	5.28E+06
230.421     	5.76E+06
230.4247    	5.45E+06
230.4284    	5.26E+06
230.4321    	4.31E+06
230.4358    	4.07E+06
230.4396    	3.73E+06
230.4433    	3.30E+06
230.447     	4.15E+06
230.4507    	4.76E+06
230.4544    	5.43E+06
230.4581    	5.58E+06
230.4619    	5.12E+06
230.4656    	4.99E+06
230.4693    	5.47E+06
230.473     	6.12E+06
230.4767    	5.90E+06
230.4804    	5.21E+06
230.4842    	5.45E+06
230.4879    	6.87E+06
230.4916    	6.87E+06
230.4953    	6.26E+06
230.499     	5.51E+06
230.5027    	4.85E+06
230.5065    	4.56E+06
230.5102    	4.83E+06
230.5139    	5.16E+06
230.5176    	5.40E+06
230.5213    	5.76E+06
230.525     	6.13E+06
230.5288    	5.23E+06
230.5325    	5.01E+06
230.5362    	4.75E+06
230.5399    	5.32E+06
230.5436    	6.21E+06
230.5473    	5.87E+06
230.551     	4.84E+06
230.5548    	4.50E+06
230.5585    	3.81E+06
230.5622    	4.25E+06
230.5659    	5.80E+06
230.5696    	6.04E+06
230.5733    	6.80E+06
230.5771    	7.63E+06
230.5808    	7.75E+06
230.5845    	6.13E+06
230.5882    	6.53E+06
230.5919    	6.84E+06
230.5956    	6.74E+06
230.5994    	5.25E+06
230.6031    	3.82E+06
230.6068    	4.49E+06
230.6105    	6.03E+06
230.6142    	7.07E+06
230.6179    	6.84E+06
230.6216    	6.16E+06
230.6254    	6.95E+06
230.6291    	7.86E+06
230.6328    	6.44E+06
230.6365    	6.34E+06
230.6402    	7.01E+06
230.6439    	6.36E+06
230.6477    	6.13E+06
230.6514    	5.23E+06
230.6551    	6.07E+06
230.6588    	6.73E+06
230.6625    	6.51E+06
230.6662    	8.29E+06
230.6699    	9.32E+06
230.6737    	7.96E+06
230.6774    	8.36E+06
230.6811    	7.75E+06
230.6848    	6.96E+06
230.6885    	7.86E+06
230.6922    	8.66E+06
230.696     	8.13E+06
230.6997    	5.78E+06
230.7034    	5.57E+06
230.7071    	7.53E+06
230.7108    	8.41E+06
230.7145    	7.39E+06
230.7182    	6.55E+06
230.722     	5.27E+06
230.7257    	4.33E+06
230.7294    	5.48E+06
230.7331    	6.95E+06
230.7368    	7.10E+06
230.7405    	5.40E+06
230.7442    	5.14E+06
230.748     	5.91E+06
230.7517    	6.67E+06
230.7554    	7.12E+06
230.7591    	7.81E+06
230.7628    	7.27E+06
230.7665    	7.26E+06
230.7702    	7.74E+06
230.774     	7.77E+06
230.7777    	7.86E+06
230.7814    	7.31E+06
230.7851    	8.04E+06
230.7888    	9.08E+06
230.7925    	8.75E+06
230.7963    	8.29E+06
230.8       	7.52E+06
230.8037    	7.14E+06
230.8074    	6.18E+06
230.8111    	5.71E+06
230.8148    	4.88E+06
230.8185    	3.91E+06
230.8222    	4.27E+06
230.826     	6.01E+06
230.8297    	7.23E+06
230.8334    	8.11E+06
230.8371    	7.48E+06
230.8408    	6.66E+06
230.8445    	7.41E+06
230.8482    	7.02E+06
230.852     	6.54E+06
230.8557    	7.70E+06
230.8594    	6.90E+06
230.8631    	5.56E+06
230.8668    	4.10E+06
230.8705    	4.18E+06
230.8742    	5.32E+06
230.878     	6.95E+06
230.8817    	7.48E+06
230.8854    	6.72E+06
230.8891    	7.58E+06
230.8928    	7.30E+06
230.8965    	5.67E+06
230.9002    	4.58E+06
230.904     	4.73E+06
230.9077    	5.20E+06
230.9114    	6.03E+06
230.9151    	6.85E+06
230.9188    	7.93E+06
230.9225    	8.54E+06
230.9262    	7.54E+06
230.9299    	6.67E+06
230.9337    	6.42E+06
230.9374    	6.54E+06
230.9411    	6.55E+06
230.9448    	7.18E+06
230.9485    	8.05E+06
230.9522    	7.76E+06
230.9559    	7.01E+06
230.9597    	6.27E+06
230.9634    	6.79E+06
230.9671    	6.19E+06
230.9708    	5.48E+06
230.9745    	4.93E+06
230.9782    	4.19E+06
230.9819    	3.47E+06
230.9856    	3.20E+06
230.9894    	3.37E+06
230.9931    	3.96E+06
230.9968    	4.96E+06
231.0005    	5.43E+06
231.0042    	4.91E+06
231.0079    	5.37E+06
