# WL(nm)	 Flux(ergs/cm**2/s/nm)
117.172     	5.92E+04
117.1804    	7.71E+04
117.1816    	4.19E+04
117.184     	1.90E+05
117.1852    	2.07E+05
117.1864    	1.64E+05
117.1888    	1.21E+05
117.19      	2.15E+05
117.1912    	4.66E+05
117.1924    	1.86E+05
117.1948    	4.90E+05
117.196     	3.41E+05
117.1972    	8.07E+04
117.1984    	3.09E+04
117.2068    	2.30E+05
117.208     	1.76E+05
117.2116    	2.17E+04
117.2128    	7.72E+04
117.214     	6.86E+04
117.2224    	2.96E+05
117.226     	8.64E+04
117.2272    	3.37E+04
117.232     	2.45E+04
117.2332    	1.74E+05
117.2344    	1.07E+05
117.2356    	2.20E+05
117.2368    	2.26E+05
117.238     	1.63E+05
117.2392    	1.81E+05
117.2428    	1.40E+05
117.244     	1.59E+05
117.2476    	3.26E+05
117.2512    	4.14E+05
117.2572    	1.57E+05
117.2584    	2.99E+05
117.2596    	1.16E+05
117.2608    	6.11E+04
117.2644    	1.01E+05
117.2704    	2.27E+05
117.2716    	2.12E+04
117.2752    	1.77E+05
117.2764    	4.22E+05
117.2776    	2.65E+05
117.2788    	1.24E+05
117.28      	2.17E+05
117.2824    	7.51E+04
117.2836    	2.69E+05
117.2848    	6.89E+04
117.2896    	1.85E+04
117.2908    	1.01E+05
117.292     	2.97E+05
117.2932    	3.73E+05
117.2944    	2.44E+05
117.2956    	2.62E+05
117.2968    	1.97E+05
117.298     	9.13E+04
117.2992    	2.40E+05
117.3004    	1.75E+05
117.3016    	1.91E+05
117.3028    	3.89E+05
117.304     	2.20E+05
117.3076    	1.16E+05
117.3088    	3.11E+03
117.316     	8.52E+04
117.3172    	7.71E+04
117.3184    	1.72E+05
117.3196    	1.20E+04
117.322     	2.11E+04
117.3232    	1.59E+05
117.3244    	1.59E+05
117.3256    	9.22E+04
117.3268    	1.71E+04
117.328     	1.99E+04
117.3304    	8.36E+04
117.3316    	1.32E+05
117.3328    	1.51E+05
117.334     	3.75E+05
117.3352    	1.38E+05
117.3388    	2.62E+05
117.3424    	3.51E+04
117.3436    	1.31E+05
117.346     	5.74E+04
117.3472    	9.05E+04
117.3496    	1.68E+05
117.3508    	3.04E+05
117.352     	4.11E+05
117.3532    	3.04E+05
117.3544    	1.45E+05
117.3556    	2.59E+05
117.358     	3.20E+05
117.3592    	4.83E+04
117.3604    	8.05E+04
117.3616    	1.21E+05
117.3652    	1.39E+05
117.3664    	4.28E+04
117.3676    	1.41E+04
117.37      	1.35E+05
117.3724    	2.88E+05
117.3736    	2.70E+05
117.3748    	1.08E+04
117.3784    	5.67E+04
117.3796    	7.23E+04
117.3844    	9.92E+04
117.3856    	2.73E+05
117.3868    	4.77E+04
117.394     	3.36E+05
117.3952    	2.30E+05
117.4       	9.61E+04
117.4012    	9.49E+04
117.4048    	1.52E+05
117.406     	5.54E+04
117.4072    	1.76E+05
117.4084    	3.38E+05
117.4096    	7.16E+04
117.4132    	1.83E+04
117.4216    	1.20E+05
117.4228    	2.21E+05
117.424     	2.38E+05
117.4252    	2.13E+05
117.43      	1.01E+05
117.4312    	2.04E+05
117.436     	1.27E+05
117.4372    	2.67E+04
117.4432    	7.42E+03
117.4444    	2.27E+04
117.4456    	2.41E+04
117.4468    	5.66E+04
117.4492    	1.17E+05
117.4504    	1.02E+05
117.4516    	3.98E+02
117.4564    	2.20E+05
117.4576    	3.61E+04
117.4588    	7.14E+04
117.46      	1.87E+05
117.4612    	2.00E+04
117.4624    	1.91E+05
117.4636    	2.01E+05
117.4648    	1.98E+05
117.466     	4.90E+04
117.4672    	4.71E+04
117.472     	1.44E+05
117.4732    	1.92E+05
117.478     	3.00E+05
117.4792    	4.77E+05
117.4804    	2.77E+05
117.4816    	2.04E+05
117.4828    	2.49E+05
117.484     	3.11E+04
117.4852    	4.10E+05
117.4864    	8.53E+05
117.4876    	9.22E+05
117.4888    	1.27E+06
117.49      	5.84E+05
117.4912    	8.07E+05
117.4924    	1.34E+06
117.4936    	1.66E+06
117.4948    	1.67E+06
117.496     	2.15E+06
117.4972    	2.02E+06
117.4984    	2.51E+06
117.4996    	3.29E+06
117.5008    	3.03E+06
117.502     	2.90E+06
117.5032    	2.60E+06
117.5044    	2.21E+06
117.5056    	2.32E+06
117.5068    	2.04E+06
117.508     	1.31E+06
117.5092    	6.98E+05
117.5104    	6.81E+05
117.5116    	1.16E+06
117.5128    	1.24E+06
117.514     	8.71E+05
117.5152    	7.83E+05
117.5164    	9.24E+05
117.5176    	2.90E+05
117.5188    	5.74E+05
117.52      	8.70E+05
117.5212    	6.66E+05
117.5224    	1.09E+06
117.5236    	1.19E+06
117.5248    	1.07E+06
117.526     	1.40E+06
117.5272    	1.67E+06
117.5284    	2.13E+06
117.5296    	1.92E+06
117.5308    	2.08E+06
117.532     	2.64E+06
117.5332    	2.84E+06
117.5344    	3.25E+06
117.5356    	2.90E+06
117.5368    	2.42E+06
117.538     	2.28E+06
117.5392    	1.94E+06
117.5404    	1.53E+06
117.5416    	1.21E+06
117.5428    	1.23E+06
117.544     	1.25E+06
117.5452    	5.41E+05
117.5464    	5.16E+05
117.5476    	2.36E+05
117.5488    	3.04E+05
117.55      	4.73E+05
117.5512    	9.23E+05
117.5524    	8.48E+05
117.5536    	5.95E+05
117.5548    	1.01E+06
117.556     	1.77E+06
117.5572    	1.17E+06
117.5584    	1.19E+06
117.5596    	1.64E+06
117.5608    	2.04E+06
117.562     	2.12E+06
117.5632    	2.13E+06
117.5644    	2.66E+06
117.5656    	2.84E+06
117.5668    	3.15E+06
117.568     	3.53E+06
117.5692    	3.46E+06
117.5704    	4.16E+06
117.5716    	5.09E+06
117.5728    	4.97E+06
117.574     	6.05E+06
117.5752    	7.52E+06
117.5764    	7.43E+06
117.5776    	9.73E+06
117.5788    	9.61E+06
117.58      	8.94E+06
117.5812    	7.33E+06
117.5824    	6.42E+06
117.5836    	4.69E+06
117.5848    	5.49E+06
117.586     	4.26E+06
117.5872    	2.52E+06
117.5884    	2.70E+06
117.5896    	2.74E+06
117.5908    	2.60E+06
117.592     	2.28E+06
117.5932    	1.82E+06
117.5944    	1.81E+06
117.5956    	1.47E+06
117.5968    	1.60E+06
117.598     	1.91E+06
117.5992    	1.62E+06
117.6004    	1.76E+06
117.6016    	2.22E+06
117.6028    	2.37E+06
117.604     	2.52E+06
117.6052    	2.54E+06
117.6064    	2.84E+06
117.6076    	2.50E+06
117.6088    	3.02E+06
117.61      	3.10E+06
117.6112    	2.05E+06
117.6124    	2.24E+06
117.6136    	1.54E+06
117.6148    	8.79E+05
117.616     	9.54E+05
117.6172    	4.92E+05
117.6184    	1.97E+05
117.6196    	8.39E+05
117.6208    	4.02E+05
117.622     	7.72E+05
117.6232    	6.50E+05
117.6244    	4.53E+05
117.6256    	4.76E+05
117.6268    	3.48E+05
117.628     	2.99E+05
117.6292    	5.66E+04
117.6316    	1.19E+05
117.6328    	8.70E+05
117.634     	1.32E+06
117.6352    	1.32E+06
117.6364    	1.80E+06
117.6376    	2.13E+06
117.6388    	1.83E+06
117.64      	2.19E+06
117.6412    	2.93E+06
117.6424    	3.44E+06
117.6436    	3.51E+06
117.6448    	3.26E+06
117.646     	3.31E+06
117.6472    	2.70E+06
117.6484    	1.30E+06
117.6496    	1.85E+06
117.6508    	1.11E+06
117.652     	1.47E+06
117.6532    	7.71E+05
117.6544    	1.38E+06
117.6556    	1.04E+06
117.6568    	1.10E+06
117.658     	1.18E+06
117.6592    	7.53E+05
117.6604    	4.19E+05
117.6616    	4.06E+05
117.6628    	5.07E+05
117.664     	5.47E+05
117.6652    	4.36E+05
117.6664    	3.36E+05
117.6676    	1.04E+05
117.6688    	2.02E+04
117.67      	2.38E+05
117.6712    	1.23E+05
117.6724    	1.70E+05
117.6736    	3.83E+05
117.6748    	1.93E+05
117.676     	1.27E+05
117.6772    	1.91E+05
117.6784    	1.36E+05
117.6796    	1.50E+05
117.682     	8.39E+04
117.6832    	9.33E+04
117.6844    	2.86E+05
117.6856    	1.49E+05
117.6868    	1.34E+05
117.6904    	1.25E+05
117.6916    	4.21E+04
117.6928    	6.32E+04
117.6988    	5.77E+04
117.7       	2.87E+05
117.7012    	2.29E+05
117.7024    	1.30E+05
117.7036    	4.03E+04
117.7072    	1.22E+05
117.7084    	5.79E+04
117.712     	6.22E+04
117.7132    	7.70E+02
117.7156    	3.66E+04
117.7168    	3.17E+05
117.718     	2.96E+04
117.7192    	1.65E+04
117.7204    	1.23E+05
117.7216    	2.74E+05
117.7228    	1.34E+05
117.724     	1.56E+05
117.7252    	2.13E+05
117.7264    	4.13E+04
117.7288    	1.87E+05
117.73      	2.79E+05
117.7312    	1.47E+05
117.7324    	1.72E+05
117.7336    	1.28E+05
117.7396    	1.53E+05
117.7408    	2.01E+05
117.742     	2.64E+05
117.7432    	4.61E+03
117.7444    	1.74E+05
117.748     	8.21E+04
117.7492    	1.92E+05
117.7504    	8.21E+04
117.7516    	2.79E+04
117.754     	1.51E+05
117.7552    	4.44E+04
117.7564    	6.46E+04
117.7576    	1.13E+04
117.76      	1.89E+05
117.7612    	6.67E+04
117.7624    	4.31E+04
117.7636    	3.31E+04
117.7672    	7.44E+04
117.7684    	1.02E+05
117.7696    	1.29E+05
117.7708    	1.77E+05
117.772     	2.19E+05
117.7732    	2.93E+05
117.7744    	2.59E+05
117.7756    	2.09E+05
117.7768    	6.92E+04
117.778     	9.50E+04
117.7792    	1.02E+04
117.7804    	4.19E+04
117.7816    	9.05E+04
117.7864    	9.95E+04
117.7876    	6.80E+04
117.7888    	2.99E+05
117.79      	1.98E+05
117.7924    	3.19E+05
117.7984    	1.10E+05
117.7996    	6.79E+04
117.802     	3.86E+04
117.8032    	4.41E+05
117.8044    	5.68E+05
117.8056    	3.68E+05
117.8068    	2.66E+05
117.808     	2.17E+05
117.8092    	2.60E+05
117.8104    	3.58E+05
117.8116    	4.11E+05
117.8128    	1.91E+04
117.814     	3.42E+04
117.8164    	1.52E+05
117.8176    	1.28E+04
117.8284    	1.35E+04
117.8296    	1.58E+05
117.8308    	1.05E+05
117.832     	1.46E+05
117.8332    	2.42E+05
117.8344    	1.68E+05
117.8368    	1.08E+05
117.838     	1.07E+05
117.8404    	7.08E+04
117.8416    	2.71E+05
117.8428    	1.41E+05
117.8464    	5.31E+04
117.8476    	1.50E+05
117.8488    	8.71E+04
117.85      	1.67E+05
117.8512    	3.76E+05
117.8524    	3.46E+05
117.8536    	1.57E+05
117.8584    	2.81E+04
117.8608    	2.99E+05
117.8632    	5.68E+04
117.8644    	8.35E+04
117.8656    	1.41E+05
117.8668    	1.28E+05
117.868     	8.83E+04
117.8692    	2.35E+05
117.8704    	4.49E+05
117.8716    	2.19E+05
117.8728    	2.22E+05
117.874     	2.00E+05
117.8752    	8.12E+04
117.8764    	2.43E+05
117.8776    	2.03E+05
117.8812    	3.75E+04
117.8848    	8.26E+04
117.886     	9.52E+04
117.8884    	4.82E+04
117.8908    	3.65E+04
117.8932    	4.51E+04
117.8944    	2.28E+05
117.8956    	4.76E+04
117.898     	4.68E+04
117.9028    	6.41E+04
117.904     	1.61E+05
117.9052    	1.88E+03
117.9064    	1.54E+05
117.9076    	9.19E+04
117.9088    	2.96E+03
117.9124    	1.69E+05
117.9136    	1.53E+05
117.9148    	5.65E+04
117.916     	5.14E+04
117.9184    	4.43E+04
117.9196    	1.77E+05
117.9208    	2.37E+04
117.9244    	1.34E+05
117.9256    	1.65E+05
117.9292    	7.70E+04
117.9304    	1.57E+05
117.9328    	1.83E+04
117.934     	1.59E+04
117.9352    	3.32E+04
117.9388    	1.29E+03
117.9412    	3.03E+05
117.9424    	1.96E+05
117.9436    	1.95E+05
117.9472    	2.00E+05
117.9484    	1.40E+05
117.9532    	1.27E+05
117.9544    	1.17E+05
117.9556    	1.11E+05
117.958     	6.02E+04
117.9592    	2.63E+05
117.9604    	2.61E+05
117.9616    	1.55E+05
117.9628    	1.25E+05
117.964     	1.02E+05
117.97      	8.22E+03
117.9724    	1.99E+05
117.9772    	1.02E+05
117.9784    	3.59E+04
117.9796    	1.90E+05
117.9808    	4.17E+04
117.982     	2.40E+04
117.9832    	4.38E+04
117.9844    	9.02E+04
117.9856    	8.19E+04
117.9892    	9.58E+04
117.9904    	4.34E+04
117.994     	1.93E+05
117.9952    	8.18E+04
117.9964    	1.47E+05
117.9976    	1.23E+05
118.0024    	1.90E+05
118.0036    	1.87E+05
118.0048    	9.86E+04
118.006     	1.24E+05
118.0096    	4.67E+04
118.0132    	9.08E+04
118.0144    	1.88E+05
118.0156    	7.03E+04
118.0168    	1.61E+05
118.018     	6.66E+04
118.0192    	1.60E+05
118.0204    	3.26E+04
118.0228    	1.57E+05
118.024     	2.79E+05
118.0252    	2.36E+05
118.0264    	2.05E+05
118.0276    	6.93E+04
118.03      	1.14E+05
118.0324    	1.25E+04
118.0336    	1.15E+04
118.0348    	3.97E+04
118.036     	8.96E+04
118.042     	1.02E+05
118.0432    	1.76E+04
118.0444    	7.44E+04
118.0456    	1.96E+04
118.0468    	2.84E+04
118.048     	1.41E+05
118.0492    	1.42E+05
118.0504    	3.31E+03
118.0528    	1.50E+05
118.054     	2.50E+05
118.0552    	5.80E+04
118.06      	1.13E+05
118.0612    	2.21E+05
118.0672    	2.40E+04
118.0744    	1.60E+04
118.0756    	6.28E+04
118.0768    	5.66E+04
118.078     	5.21E+04
118.0792    	2.44E+05
118.0816    	7.54E+04
118.084     	1.68E+05
118.0852    	3.07E+05
118.0864    	2.44E+04
118.09      	9.52E+04
118.0912    	2.55E+03
118.0924    	9.28E+04
118.0936    	2.11E+05
118.0948    	3.09E+04
118.0972    	3.94E+04
118.1008    	6.71E+04
118.1056    	1.08E+05
118.108     	1.92E+05
118.1092    	8.17E+04
118.1104    	8.42E+04
118.1128    	1.91E+04
118.1164    	1.05E+05
118.1176    	1.39E+05
118.1188    	7.76E+04
118.1212    	1.17E+05
118.1224    	2.34E+05
118.1236    	1.78E+05
118.1248    	9.15E+04
118.126     	2.29E+05
118.1272    	1.13E+05
118.1284    	2.38E+05
118.1296    	1.59E+05
118.1332    	2.56E+05
118.1344    	2.00E+05
118.1356    	1.14E+04
118.1368    	9.37E+04
118.138     	3.11E+04
118.1392    	1.18E+04
118.144     	6.38E+04
118.1452    	4.74E+03
118.1464    	1.21E+05
118.1476    	2.28E+05
118.1512    	3.66E+04
118.1524    	9.81E+03
118.1536    	1.74E+05
118.1632    	3.08E+04
118.1656    	1.01E+04
118.1668    	3.99E+04
118.168     	2.18E+04
118.1692    	2.58E+04
118.1728    	1.09E+05
118.1764    	3.16E+04
118.1776    	6.22E+04
118.18      	2.50E+05
118.1812    	3.15E+05
118.1824    	8.86E+04
118.1836    	4.60E+04
118.1884    	1.75E+04
118.1896    	9.82E+04
118.1908    	1.17E+04
118.1932    	1.91E+04
118.1944    	9.79E+04
118.1968    	3.98E+03
118.198     	6.74E+04
118.1992    	4.77E+01
118.2004    	1.66E+05
118.2016    	1.83E+05
118.2028    	2.45E+05
118.204     	8.91E+04
118.2076    	9.98E+04
118.2088    	1.46E+04
118.2172    	2.03E+04
118.2184    	8.39E+04
118.2268    	8.58E+04
118.228     	3.91E+04
118.234     	6.78E+04
118.2352    	1.22E+05
118.2364    	7.85E+04
118.2376    	7.42E+04
118.2388    	1.82E+04
118.24      	2.31E+04
118.2448    	7.78E+03
118.246     	3.09E+04
118.2472    	1.71E+05
118.2484    	8.92E+04
118.2532    	2.32E+05
118.2556    	7.69E+03
118.258     	4.10E+05
118.2592    	2.98E+05
118.2604    	5.91E+04
118.2616    	1.13E+05
118.2628    	1.46E+05
118.264     	1.17E+05
118.2652    	7.11E+04
118.2664    	1.46E+03
118.27      	2.15E+04
118.2724    	9.29E+03
118.2736    	1.56E+04
118.2748    	2.76E+05
118.2772    	6.69E+04
118.2784    	1.76E+05
118.2796    	7.14E+04
118.282     	2.46E+04
118.2832    	5.82E+03
118.2844    	4.49E+04
118.288     	5.86E+04
118.2976    	1.90E+05
118.3       	2.89E+04
118.3012    	2.09E+04
118.3036    	8.21E+04
118.3048    	2.12E+05
118.306     	6.79E+03
118.3096    	8.49E+03
118.3108    	2.56E+04
118.3132    	1.12E+04
118.3156    	8.74E+04
118.3168    	1.79E+05
118.318     	8.64E+04
118.3192    	8.74E+04
118.3204    	6.86E+04
118.324     	5.21E+04
118.3276    	7.02E+04
118.3312    	1.07E+05
118.3324    	1.09E+05
118.3336    	8.63E+04
118.3444    	2.41E+05
118.3456    	8.90E+04
118.3468    	1.13E+05
118.348     	3.63E+05
118.3492    	4.74E+04
118.3528    	2.30E+05
118.354     	4.72E+04
118.3564    	1.88E+05
118.3576    	1.97E+05
118.3672    	9.29E+03
118.3684    	2.70E+04
118.3708    	9.80E+04
118.372     	1.24E+05
118.3732    	1.20E+03
118.3804    	2.11E+04
118.3816    	4.68E+04
118.3828    	2.77E+03
118.384     	2.00E+05
118.3852    	1.30E+05
118.3864    	2.89E+04
118.3948    	1.99E+04
118.3984    	1.21E+05
118.3996    	1.62E+05
118.4008    	4.67E+03
118.402     	1.21E+05
118.4032    	3.23E+05
118.4044    	1.14E+05
118.4068    	9.26E+02
118.408     	9.00E+04
118.4092    	2.70E+04
118.414     	5.00E+04
118.4152    	5.02E+04
118.4164    	1.06E+05
118.4176    	1.32E+05
118.4188    	5.91E+04
118.42      	9.02E+04
118.4224    	1.04E+05
118.4236    	3.45E+04
118.4272    	1.75E+05
118.4284    	2.95E+05
118.4308    	4.59E+04
118.432     	6.98E+04
118.4332    	9.09E+04
118.4344    	1.06E+05
118.4356    	1.75E+05
118.4368    	6.53E+04
118.438     	5.79E+04
118.4392    	6.38E+04
118.444     	1.06E+05
118.4452    	9.77E+04
118.456     	2.75E+05
118.4572    	2.74E+05
118.4584    	1.71E+05
118.4608    	2.75E+04
118.462     	1.91E+05
118.4632    	1.76E+05
118.4644    	1.14E+05
118.4656    	2.31E+05
118.4668    	1.65E+05
118.4764    	1.93E+05
118.4776    	2.65E+04
118.4788    	8.81E+04
118.48      	6.27E+04
118.4812    	5.06E+04
118.4848    	1.44E+05
118.4872    	7.07E+03
118.4896    	7.61E+04
118.4908    	2.59E+05
118.492     	2.35E+05
118.4932    	1.38E+05
118.4944    	5.94E+04
118.4968    	7.63E+02
118.498     	3.37E+04
118.5028    	1.05E+05
118.504     	3.49E+03
118.5052    	2.11E+05
118.5112    	8.42E+03
118.516     	1.73E+04
118.5172    	1.49E+05
118.5184    	7.79E+04
118.5208    	8.37E+04
118.522     	1.16E+05
118.528     	6.58E+04
118.5304    	1.29E+05
118.5316    	1.42E+05
118.5328    	6.01E+04
118.5352    	1.34E+05
118.54      	8.81E+04
118.5412    	9.04E+03
118.5448    	1.95E+05
118.546     	3.30E+05
118.5472    	1.65E+05
118.552     	3.08E+03
118.5532    	2.39E+05
118.5544    	1.74E+05
118.558     	1.08E+05
118.5592    	5.57E+03
118.5628    	5.18E+04
118.564     	3.88E+05
118.5652    	7.63E+04
118.5664    	3.86E+05
118.5676    	2.15E+05
118.5688    	1.06E+05
118.5796    	8.60E+04
118.5832    	9.96E+04
118.5856    	8.39E+04
118.5892    	3.13E+05
118.5904    	9.15E+04
118.5952    	7.05E+04
118.5964    	2.23E+05
118.5976    	3.12E+05
118.5988    	1.54E+05
118.6       	1.90E+05
118.6012    	2.10E+05
118.6024    	1.11E+05
118.606     	7.75E+04
118.6072    	2.55E+03
118.6096    	1.57E+05
118.6144    	3.10E+04
118.6216    	7.47E+04
118.624     	4.95E+04
118.6252    	9.28E+04
118.6264    	6.29E+04
118.63      	1.46E+05
118.6312    	1.99E+05
118.6324    	5.59E+04
118.6336    	9.47E+04
118.6384    	6.21E+04
118.642     	5.22E+04
118.6444    	2.11E+05
118.6456    	1.50E+05
118.6468    	4.67E+05
118.648     	2.06E+05
118.6492    	2.80E+05
118.6504    	7.09E+04
118.654     	1.46E+05
118.6552    	2.53E+05
118.6564    	1.39E+05
118.6576    	8.80E+04
118.6588    	2.17E+05
118.66      	2.38E+04
118.6636    	2.87E+04
118.6648    	3.73E+05
118.666     	1.66E+05
118.6696    	3.14E+05
118.6708    	1.83E+05
118.672     	2.23E+05
118.6732    	1.53E+03
118.6744    	1.05E+05
118.6756    	9.99E+04
118.6804    	1.38E+04
118.6876    	7.77E+04
118.6888    	2.87E+04
118.6936    	6.03E+04
118.696     	7.78E+04
118.6972    	1.07E+05
118.6984    	1.77E+05
118.7008    	1.10E+05
118.7044    	1.02E+05
118.708     	8.34E+04
118.714     	1.21E+05
118.7152    	1.81E+05
118.7164    	6.66E+04
118.7176    	1.14E+05
118.7188    	2.42E+04
118.72      	1.14E+05
118.7212    	1.61E+05
118.7224    	1.05E+05
118.7236    	9.69E+04
118.726     	1.54E+05
118.7272    	8.68E+03
118.732     	1.11E+05
118.7332    	2.87E+05
118.7344    	7.22E+04
118.7356    	1.27E+05
118.7368    	1.71E+05
118.738     	1.64E+05
118.7392    	2.61E+04
118.7428    	7.75E+04
118.744     	2.91E+05
118.7452    	9.38E+04
118.7464    	1.08E+05
118.7476    	1.59E+05
118.7488    	2.17E+05
118.75      	3.42E+05
118.7512    	3.07E+05
118.7524    	2.87E+04
118.7536    	5.59E+04
118.7548    	5.00E+04
118.756     	5.88E+04
118.7572    	2.21E+04
118.7584    	1.38E+04
118.762     	3.14E+04
118.7632    	6.98E+04
118.7644    	5.22E+04
118.7656    	1.07E+05
118.7692    	1.69E+04
118.7704    	1.34E+05
118.7716    	7.48E+04
118.7752    	8.43E+03
118.7764    	3.78E+04
118.7776    	4.65E+04
118.78      	2.39E+04
118.7812    	1.15E+05
118.7836    	9.26E+03
118.786     	9.87E+04
118.7872    	2.32E+05
118.7884    	3.16E+05
118.7896    	1.18E+05
118.7908    	1.13E+05
118.792     	2.33E+05
118.7932    	1.18E+05
118.798     	7.65E+04
118.7992    	6.76E+04
118.8016    	2.89E+04
118.8028    	1.33E+05
118.804     	1.48E+05
118.8052    	1.40E+05
118.8064    	3.92E+04
118.8112    	1.44E+05
118.8136    	1.32E+05
118.8148    	1.39E+05
118.816     	4.31E+04
118.8172    	2.49E+05
118.8184    	1.44E+05
118.8196    	7.71E+04
118.8208    	5.42E+04
118.8232    	4.69E+04
118.8244    	9.68E+04
118.8256    	1.72E+05
118.8268    	9.29E+04
118.828     	1.95E+05
118.8292    	2.64E+05
118.8304    	1.51E+05
118.8316    	1.53E+05
118.8328    	1.06E+05
118.834     	4.76E+04
118.8352    	8.30E+04
118.8364    	1.31E+05
118.8424    	3.72E+04
118.8496    	5.82E+04
118.8508    	1.40E+05
118.852     	1.86E+05
118.8532    	1.26E+05
118.8544    	5.55E+04
118.8556    	8.46E+03
118.8568    	1.45E+05
118.858     	2.23E+05
118.8592    	2.56E+05
118.8604    	1.29E+05
118.8616    	5.76E+04
118.8628    	2.13E+05
118.864     	2.91E+05
118.8652    	3.45E+05
118.8664    	1.19E+05
118.8676    	5.91E+04
118.8688    	1.53E+05
118.87      	1.07E+05
118.8724    	8.01E+04
118.8784    	3.30E+04
118.8796    	4.75E+04
118.882     	3.73E+04
118.8832    	2.48E+05
118.8844    	1.44E+05
118.8868    	4.18E+04
118.8904    	1.50E+05
118.8916    	1.42E+05
118.8928    	1.25E+05
118.894     	1.02E+05
118.8952    	1.24E+05
118.8964    	1.85E+05
118.8976    	2.05E+05
118.8988    	1.22E+05
118.9       	7.18E+04
118.9012    	5.23E+04
118.9024    	1.11E+05
118.9036    	3.01E+05
118.9048    	2.32E+05
118.9072    	1.37E+05
118.9084    	2.12E+04
118.9096    	5.63E+04
118.9108    	1.50E+05
118.912     	2.34E+05
118.9132    	2.97E+05
118.9144    	1.49E+05
118.9156    	2.25E+04
118.918     	6.86E+04
118.9192    	8.44E+04
118.9204    	6.10E+04
118.9216    	6.74E+04
118.9228    	5.42E+04
118.924     	1.39E+05
118.9252    	1.18E+05
118.9264    	2.55E+04
118.9276    	6.40E+04
118.9288    	6.41E+04
118.93      	3.11E+05
118.9312    	5.44E+05
118.9324    	2.09E+05
118.9336    	2.75E+05
118.9348    	3.11E+05
118.9372    	5.33E+03
118.9384    	1.43E+05
118.9396    	1.04E+05
118.9408    	3.94E+04
118.942     	1.19E+05
118.9432    	9.89E+04
118.9444    	1.81E+04
118.948     	2.92E+04
118.9492    	2.28E+05
118.9504    	2.87E+05
118.9516    	9.15E+04
118.9528    	2.56E+05
