P               	T               	m               	C               	H               	He              	N               	O               	P               	S               	Si              	Ti              	V               	CH              	HCN             	HNCO            	HCO             	CH2             	H2CO            	CH3             	CH4             	CN              	NCO             	CN2_cnn         	CN2_ncn         	CO              	CO2             	C2              	C2H             	C2H2            	C2H3            	C2H4            	C2H5            	C2H6            	C2H4O           	CH2OH           	CH3O            	CH3OH           	CH3CO           	H2CCO           	HCCO            	C2N             	C2N2            	CCO             	C3              	C3O2            	C4              	C4H2            	C4N2            	NH              	HNO             	HNO2            	HNO3            	OH              	HO2             	H2              	NH2             	N2H2            	H2O             	NH3             	N2H4            	NO              	NO2             	NO3             	N2              	N2O             	N2O3            	N2O4            	N2O5            	O2              	O3              	N2H             	N2H3            	CH3NH2          	CH3NH           	CH2NH           	CH2NH2          	H2CN            	C3H2            	C3H4            	CH2CCH2         	C3H5            	C3H7            	C3H8            	C4H             	C4H2            	C4H3            	C4H4            	C4H5            	C4H6            	C4H8            	C4H9            	C4H10           	CH2CN           	CH3CN           	CH3NO           	C3H3            	C3H6            	C2H3O           	CH3CHO          	C2H4OH          	H2O2            	HC3N            	C2H2CN          	C2H3CN          	H2NN            	TiO             	TiO2            	VO              
4.1860000000e-07	8.7680000000e+02	2.3596566658e+00	1.2223969864e-34	7.5565292329e-08	1.6236261217e-01	1.2105656741e-24	2.8504184883e-21	1.6752747001e-72	2.2084421623e-05	1.6752747001e-72	9.6306546816e-17	2.7376345657e-12	5.3208509345e-33	1.0128237487e-14	1.5025576386e-18	1.4656070993e-18	7.3502134369e-27	9.9443886586e-17	3.4460919444e-19	2.3642854306e-13	3.7461418326e-26	5.8918403195e-27	2.0819058816e-46	7.7585660129e-39	4.6454399951e-04	4.9141715496e-07	3.0012537149e-45	1.5462185698e-35	7.5355093538e-23	2.4377793844e-32	3.2191659584e-25	1.7865015185e-34	3.4465298343e-30	1.8749030902e-38	1.8812953550e-27	1.1661267761e-29	9.7246361715e-24	1.3220587243e-32	2.1134253589e-24	2.7419552673e-31	4.4998139336e-45	1.5454301917e-32	2.6631052642e-32	6.1706806410e-50	1.8378711612e-33	1.3474804553e-66	2.4395952359e-45	5.3046932632e-55	4.5482043206e-23	1.3338334068e-26	1.0574697629e-34	2.1386466268e-51	3.0368037795e-14	3.8838199496e-31	8.3729779861e-01	3.5983538853e-19	8.9228351596e-30	3.3951460099e-04	3.9123284929e-12	3.0027816372e-35	1.1349179196e-19	1.9297317494e-35	1.3600536498e-57	6.8557665662e-05	6.5337182149e-29	2.0740151153e-65	4.2839977364e-82	3.7733492037e-100	6.9803261239e-25	3.3602512136e-52	5.8177119759e-25	2.6372055634e-36	4.3209429900e-31	3.6100882913e-36	1.3121230376e-41	6.4399048876e-34	1.0843037568e-26	3.9784206012e-43	1.8116995726e-37	4.3947027608e-38	2.0128416842e-42	1.0093874715e-50	2.3842054381e-46	5.3450928229e-58	5.3520106450e-46	3.7363254008e-56	4.5589738017e-48	1.0002432676e-55	2.0403590773e-50	1.1457724556e-56	8.2853483451e-68	1.5955518954e-62	4.5094004068e-32	1.0125142049e-28	1.7045634977e-27	5.3971445194e-40	2.2094974234e-40	4.8122919457e-44	1.6181492637e-30	9.3831664130e-44	8.6558336817e-29	3.1427666378e-38	2.2903877130e-48	2.7129792913e-40	4.4053804647e-35	1.7734765765e-09	1.4753553813e-07	1.4256162582e-08
3.3190000000e-07	8.8290000000e+02	2.3596566314e+00	2.1256706640e-34	1.0469053015e-07	1.6236260981e-01	2.1344911130e-24	5.7706255215e-21	1.6752746757e-72	2.2084421301e-05	1.6752746757e-72	1.2612205791e-16	3.0830552208e-12	7.3354691424e-33	7.9992218925e-15	1.1808993836e-18	1.5047934205e-18	7.3939530038e-27	7.8453760065e-17	2.4415836312e-19	1.2025251801e-13	4.4442642699e-26	6.6114644898e-27	2.6529841368e-46	8.7141736371e-39	4.6456043020e-04	4.7497981724e-07	4.0578965985e-45	1.4437071714e-35	4.5360157448e-23	1.3897368855e-32	1.2880030474e-25	6.7593488745e-35	9.5483632930e-31	8.5739260184e-39	1.4407384776e-27	9.2133926500e-30	5.5386131068e-24	7.1080148908e-33	1.2331441421e-24	2.2348579743e-31	4.7150361219e-45	1.0099060832e-32	2.7959511133e-32	5.8408929063e-50	1.1509206024e-33	1.0713619332e-66	8.8368939002e-46	2.0813035414e-55	6.3789666591e-23	1.8507207790e-26	1.5657062748e-34	3.7987042947e-51	4.4630463391e-14	7.0259509514e-31	8.3729775518e-01	3.8181494146e-19	8.5888748196e-30	3.3953122101e-04	2.9462702368e-12	2.0455523813e-35	1.7566265942e-19	3.5727442600e-35	3.3021594214e-57	6.8557665148e-05	8.9285269102e-29	4.5607559532e-65	1.1098140838e-81	1.2384724993e-99	1.4062749083e-24	9.7929747916e-52	6.5582983748e-25	2.2855355713e-36	1.8295337738e-31	2.0808669311e-36	1.0207303741e-41	3.6126688644e-34	8.3915222969e-27	2.1445272234e-43	5.7429884666e-38	1.4013966939e-38	5.5600080823e-43	2.0664665916e-51	3.5650211323e-47	2.9741431469e-58	1.9577301180e-46	1.3093376788e-56	1.1117259623e-48	2.2345280525e-56	3.3073144839e-51	1.3012539674e-57	9.1179287986e-69	1.2884069037e-63	2.4844410566e-32	4.1488476577e-29	9.8514350706e-28	2.2645217314e-40	4.7145319930e-41	3.0465806870e-44	6.6479959486e-31	3.9226314735e-44	1.2096875938e-28	1.5114383583e-38	1.0456171283e-48	8.5891143595e-41	4.6139093306e-35	1.9610000485e-09	1.4734801246e-07	1.4255816954e-08
2.6310000000e-07	8.9160000000e+02	2.3596565685e+00	4.6184905728e-34	1.5786044075e-07	1.6236260549e-01	4.5136987299e-24	1.4138760019e-20	1.6752746311e-72	2.2084420714e-05	1.6752746311e-72	1.8404497843e-16	3.6421312982e-12	1.2056586571e-32	6.3061593242e-15	9.2462934736e-19	1.6360020828e-18	8.1833912899e-27	6.1753857844e-17	1.7315862777e-19	5.6130220933e-14	5.9170753183e-26	8.1424456210e-27	4.0914356665e-46	1.1258128707e-38	4.6458250619e-04	4.5289152206e-07	6.7995062021e-45	1.5079224097e-35	2.6817489732e-23	7.9754983288e-33	4.7131814693e-26	2.3960189700e-35	2.2903667677e-31	3.7844736047e-39	1.1396557425e-27	7.6143313653e-30	3.0299814388e-24	3.7578531133e-33	6.9790821714e-25	1.9293165701e-31	5.7895891577e-45	6.7001523005e-33	3.2865920130e-32	6.5149060517e-50	7.1934856744e-34	1.0271475464e-66	3.0875710415e-46	8.1346474416e-56	1.0251775952e-22	2.9299416311e-26	2.7153956263e-34	8.5052122572e-51	7.3103937126e-14	1.5402577146e-30	8.3729768387e-01	4.3469972691e-19	8.9365486923e-30	3.3955359680e-04	2.1725931920e-12	1.4385665130e-35	3.0942506552e-19	8.0912766249e-35	1.0939594143e-56	6.8557663712e-05	1.3837021606e-28	1.3776970679e-64	4.2194164190e-81	6.5621075670e-99	3.4221475703e-24	4.0002264858e-51	8.1285341444e-25	2.1503738280e-36	7.2484281480e-32	1.2128513504e-36	8.6468600623e-42	2.0270921594e-34	6.7360954214e-27	1.1920299799e-43	1.6641116836e-38	4.0947638115e-39	1.3916088782e-43	3.7295374088e-52	4.3385131408e-48	1.8109347323e-58	6.9348450155e-47	4.5753926789e-57	2.4475543034e-49	4.5582968981e-57	4.5071937592e-52	1.1818936458e-58	8.3016755115e-70	7.9614387577e-65	1.3592146917e-32	1.5698618669e-29	5.5015645796e-28	9.2806401975e-41	8.6067199213e-42	2.0254769252e-44	2.5249220750e-31	1.5994688311e-44	1.9346262273e-28	7.1596477932e-39	4.8235307280e-49	2.4843626403e-41	5.4038519337e-35	2.2571850215e-09	1.4705182346e-07	1.4255257499e-08
2.0860000000e-07	9.0350000000e+02	2.3596564444e+00	1.3029771728e-33	2.6285023592e-07	1.6236259696e-01	1.1810622934e-23	4.3316697181e-20	1.6752745432e-72	2.2084419555e-05	1.6752745432e-72	3.0478690376e-16	4.5507423934e-12	2.4357825571e-32	4.9627060566e-15	7.2112989309e-19	1.9024981289e-18	1.0134298388e-26	4.8499155427e-17	1.2301479838e-19	2.3707479399e-14	9.0206060436e-26	1.1187375868e-26	7.8960433961e-46	1.7147885203e-38	4.6461033345e-04	4.2503988189e-07	1.4658623201e-44	1.7973747797e-35	1.5535821503e-23	4.6172409338e-33	1.5550244416e-26	7.8787341755e-36	4.6470243465e-32	1.6045243908e-39	9.3696925965e-28	6.6383202660e-30	1.5823964055e-24	1.9499565075e-33	3.8143339856e-25	1.7828652301e-31	8.5675948405e-45	4.5286689943e-33	4.4136570300e-32	8.8155229603e-50	4.4902136728e-34	1.2279134243e-66	1.0358003321e-46	3.1704597442e-56	1.9328938675e-22	5.4147396875e-26	5.6699377898e-34	2.4991350434e-50	1.3596030150e-13	4.2296014512e-30	8.3729755901e-01	5.3762344931e-19	1.0191257671e-29	3.3958189645e-04	1.5636299440e-12	1.0510897787e-35	6.3421428196e-19	2.3208118595e-34	5.2182169520e-56	6.8557660418e-05	2.4856781219e-28	6.0412779459e-64	2.5167654768e-80	6.1005901425e-98	1.0389885273e-23	2.4274018813e-50	1.1262208599e-24	2.2292591260e-36	2.6596553268e-32	7.1693569355e-37	8.1012585586e-42	1.1388574101e-34	5.6474342830e-27	6.8768275218e-44	4.3467939640e-39	1.0816020135e-39	3.1083576321e-44	5.8188240953e-53	4.1569041850e-49	1.2273084185e-58	2.3695797366e-47	1.5964412014e-57	4.7892811182e-50	8.3774984798e-58	5.0236243977e-53	8.2834797046e-60	6.0705026223e-71	3.6063115763e-66	7.3826907589e-33	5.4168210616e-30	2.9537640722e-28	3.7052730758e-41	1.3111344750e-42	1.4276635490e-44	8.7565146153e-32	6.3432111995e-45	3.6244881554e-28	3.3359242008e-39	2.2556463497e-49	6.4736462350e-42	7.2186135570e-35	2.7223691939e-09	1.4658663132e-07	1.4254348139e-08
1.6540000000e-07	9.1910000000e+02	2.3596561795e+00	4.8723240433e-33	4.8716685934e-07	1.6236257875e-01	3.8892743104e-23	1.6894186229e-19	1.6752743552e-72	2.2084417077e-05	1.6752743552e-72	5.7809763885e-16	6.0404594661e-12	6.1470255126e-32	3.8972598675e-15	5.5997975153e-19	2.3788462559e-18	1.4164063676e-26	3.7989728639e-17	8.7520288869e-20	8.9853267150e-15	1.5913075456e-25	1.7297153188e-26	1.9407567765e-45	3.1192684904e-38	4.6464311990e-04	3.9220128093e-07	4.1462737009e-44	2.4696628226e-35	8.8013687622e-24	2.6968826636e-33	4.5852531350e-27	2.3873285048e-36	7.8641133235e-33	6.5105261638e-40	8.0288582694e-28	6.1300478247e-30	7.8572702457e-25	9.9128981569e-34	2.0069825854e-25	1.7726903807e-31	1.5502299313e-44	3.1221176476e-33	6.8443467976e-32	1.4685095900e-49	2.7984813150e-34	1.8612929486e-66	3.3233619296e-47	1.2311902088e-56	4.3295470057e-22	1.1825710524e-25	1.4468149250e-33	9.8502659651e-50	2.9003946758e-13	1.4812823585e-29	8.3729731926e-01	7.2693633888e-19	1.2828589314e-29	3.3961542646e-04	1.0959763097e-12	8.0003902026e-36	1.5310382935e-18	8.5919782792e-34	3.6903308246e-55	6.8557652961e-05	5.2374933989e-28	3.9621303369e-63	2.4419703214e-79	1.0410462201e-96	4.0062068393e-23	2.2587088996e-49	1.7595488647e-24	2.5652985459e-36	8.9786989611e-33	4.3006853729e-37	8.4578224454e-42	6.4040337703e-35	4.9604299440e-27	4.1269464309e-44	1.0143903307e-39	2.5602909646e-40	6.1357773821e-45	7.7505070761e-54	3.0737847709e-50	9.3301555908e-59	7.7824425225e-48	5.5565896415e-58	8.2444785193e-51	1.3744406803e-58	4.5021436327e-54	4.3837265616e-61	3.4993567876e-72	1.1668649053e-67	3.9771132131e-33	1.6910934288e-30	1.5195058295e-28	1.4372315883e-41	1.6415361688e-43	1.0713575383e-44	2.7517245843e-32	2.4399380343e-45	8.0558180718e-28	1.5260558419e-39	1.0696737354e-49	1.5059962700e-42	1.1110678855e-34	3.4507457483e-09	1.4585823775e-07	1.4252856822e-08
1.3110000000e-07	9.3920000000e+02	2.3596555523e+00	2.4985000834e-32	1.0184917191e-06	1.6236253561e-01	1.6577993371e-22	8.6421037520e-19	1.6752739101e-72	2.2084411209e-05	1.6752739101e-72	1.2749499255e-15	8.5797954564e-12	1.9899405470e-31	3.0517740511e-15	4.3256750015e-19	3.2256670530e-18	2.2657169160e-26	2.9655937574e-17	6.2316300751e-20	3.0128202603e-15	3.3050825532e-25	3.0525217861e-26	6.2531649099e-45	6.9207569478e-38	4.6468002470e-04	3.5517291525e-07	1.5891658144e-43	3.9764329205e-35	4.8578662133e-24	1.5888106828e-33	1.1901616725e-27	6.5882244577e-37	1.0836891629e-33	2.5114224740e-40	7.2016407006e-28	6.0343222879e-30	3.6832314318e-25	4.9193823296e-34	1.0110834236e-25	1.9121014064e-31	3.5116517482e-44	2.1987716765e-33	1.2471504655e-31	3.0844670053e-49	1.7399432033e-34	3.6757688615e-66	1.0123893041e-47	4.7531392452e-57	1.1763811204e-21	3.1147698170e-25	4.6240546614e-33	5.3994629122e-49	7.2180233400e-13	6.8167447889e-29	8.3729679282e-01	1.0859206948e-18	1.8030768312e-29	3.3965353473e-04	7.4532062690e-13	6.3694287151e-36	4.4417939870e-18	4.2365814651e-33	4.0613687411e-54	6.8557634920e-05	1.3199808500e-27	4.0829997240e-62	4.0917751422e-78	3.5133038924e-95	2.0208485064e-22	3.3970670210e-48	3.1444902412e-24	3.3160754665e-36	2.7567096451e-33	2.6194841665e-37	9.9588128525e-42	3.6002825900e-35	4.5868632842e-27	2.5845953981e-44	2.0820694635e-40	5.3489852128e-41	1.0522089961e-45	8.6228581171e-55	1.6949706603e-51	8.0533997608e-59	2.4403881780e-48	1.9244268202e-58	1.2263192252e-51	1.9803030028e-59	3.1503141664e-55	1.6875349908e-62	1.5395941028e-73	2.5794960793e-69	2.1202816587e-33	4.7122022819e-31	7.4448615147e-29	5.3881103299e-42	1.6453418229e-44	8.6148832957e-45	7.7317954273e-33	9.0548966616e-46	2.1689896446e-27	6.8291868338e-40	5.1435341399e-50	3.0788545173e-43	2.0035128069e-34	4.6190175974e-09	1.4468992553e-07	1.4250313697e-08
1.0390000000e-07	9.6550000000e+02	2.3596538255e+00	1.9138831444e-31	2.4815720529e-06	1.6236241681e-01	9.8089161694e-22	6.2404050414e-18	1.6752726843e-72	2.2084395050e-05	1.6752726843e-72	3.3979666960e-15	1.3281475925e-11	8.8405111422e-31	2.3815225962e-15	3.3205997646e-19	4.8494323902e-18	4.3030959434e-26	2.3056038588e-17	4.4424795223e-20	8.6485085934e-16	8.4477685863e-25	6.3752046563e-26	2.8433732854e-44	1.9772639704e-37	4.6472070432e-04	3.1415303862e-07	8.9624154593e-43	7.8342382308e-35	2.5950446077e-24	9.4673075531e-34	2.6286381570e-28	1.6156577075e-37	1.1512027857e-34	9.0929944525e-41	6.8489875070e-28	6.4468190825e-30	1.6055853082e-25	2.3695574722e-34	4.8227838979e-26	2.2884974467e-31	1.0588334430e-43	1.5920213183e-33	2.7922756790e-31	8.7000301782e-49	1.0794897953e-34	1.0166245302e-65	2.8902872529e-48	1.8236106703e-57	4.0855616613e-21	1.0410804426e-24	1.9683733952e-32	4.5046912720e-48	2.1848313720e-12	4.4393574401e-28	8.3729540552e-01	1.8413679856e-18	2.9164213111e-29	3.3969630190e-04	4.8783187775e-13	5.3723593648e-36	1.6277943515e-17	3.0078396501e-32	7.8463978536e-53	6.8557584886e-05	4.1782939447e-27	7.4788446955e-61	1.3746628026e-76	2.8248156976e-93	1.4343511729e-21	9.4088495944e-47	6.6672883243e-24	4.9716276943e-36	7.5080089933e-34	1.6277387517e-37	1.3669311327e-41	2.0247155413e-35	4.5292776739e-27	1.7098771840e-44	3.6336606020e-41	9.5442382302e-42	1.5107463253e-46	7.6420644614e-56	6.4471984179e-53	8.1758780474e-59	7.2229526780e-49	6.6303012920e-59	1.5168038442e-52	2.4226326549e-60	1.6118529793e-56	4.3430504732e-64	4.8146316688e-75	3.5214265677e-71	1.1162273095e-33	1.1372402130e-31	3.4308765415e-29	1.9360842651e-42	1.2445545865e-45	7.5688931048e-45	1.8860698497e-33	3.2140729233e-46	7.4539887887e-27	2.9742152298e-40	2.5192800007e-50	5.3459579995e-44	4.4193470785e-34	6.6119601608e-09	1.4269687159e-07	1.4245601584e-08
8.2410000000e-08	1.0070000000e+03	2.3596464669e+00	3.8295207586e-30	8.7171455062e-06	1.6236191049e-01	1.2713200833e-20	1.0270078069e-16	1.6752674601e-72	2.2084326182e-05	1.6752674601e-72	1.4187751996e-14	2.5255063773e-11	8.3793627469e-30	1.8452914992e-15	2.5141444894e-19	9.3377203762e-18	1.2336315833e-25	1.7771266080e-17	3.1813457075e-20	1.7157186885e-16	3.5493907007e-24	1.9935991454e-25	2.9513033956e-43	1.0356444710e-36	4.6477071602e-04	2.6269117022e-07	1.2748082523e-41	2.5055578613e-34	1.2847828348e-24	5.8127623549e-34	3.9585231430e-29	2.9986822469e-38	6.5911317346e-36	2.8390574861e-41	7.5052983611e-28	8.3929775807e-30	5.8956637551e-26	1.0658489035e-34	2.0231149582e-26	3.5187229597e-31	6.3389447091e-43	1.2345471623e-33	1.0249170351e-30	4.9780788180e-48	6.6793929787e-35	6.3146118652e-65	7.0966058617e-49	6.9243154146e-58	2.5526579470e-20	6.1534477213e-24	1.6638525535e-31	1.0270759230e-46	1.0559851170e-11	6.6327405725e-27	8.3728962065e-01	4.2305615967e-18	6.6093282834e-29	3.3975116356e-04	2.9168325256e-13	5.2146200832e-36	1.0428154324e-16	5.1065585762e-31	5.8253661543e-51	6.8557371193e-05	2.2821568482e-26	5.4268857642e-59	2.4411020682e-74	1.8140606175e-90	2.3027018035e-20	1.1222960941e-44	2.1293083704e-23	1.0645757210e-35	1.5403376905e-34	1.0640768152e-37	2.7137349800e-41	1.1427555104e-35	5.2418229095e-27	1.2939282523e-44	4.3210396843e-42	1.1728114057e-42	1.4253405693e-47	3.9550691824e-57	1.0154269314e-54	1.2284000646e-58	1.8701591934e-49	2.2673251596e-59	1.2133505147e-53	2.0162108588e-61	3.9255415014e-58	4.2992553569e-66	6.7097164131e-77	1.5311367553e-73	5.7179916782e-34	1.9524182208e-32	1.3687618582e-29	6.3098710524e-43	4.8274543056e-47	8.2433045854e-45	3.2917724597e-34	1.0296943255e-46	4.5937042534e-26	1.2178750893e-40	1.2944842815e-50	6.3076162721e-45	1.5805258531e-33	1.1068510728e-08	1.3823984463e-07	1.4233583531e-08
6.5330000000e-08	1.0652000000e+03	2.3596074200e+00	1.7258785727e-28	4.1805658206e-05	1.6235922378e-01	3.2037983497e-19	3.4044957603e-15	1.6752397383e-72	2.2083960737e-05	1.6752397383e-72	8.4274733810e-14	5.7093986271e-11	1.5052750755e-28	1.4184828478e-15	1.8803984613e-19	2.2152783040e-17	4.9966457442e-25	1.3578362802e-17	2.2786239845e-20	2.4795530438e-17	2.2668781382e-23	8.7782768348e-25	6.1543213852e-42	9.0528570472e-36	4.6481578563e-04	2.0992633285e-07	3.9543868675e-40	1.2035580131e-33	5.9420091105e-25	3.6408476765e-34	4.2863918690e-30	4.3674771211e-39	2.2207068605e-37	7.7920662334e-42	9.2524225300e-28	1.2907315957e-29	1.8664072460e-26	4.5117728735e-35	7.5935270928e-27	6.6760511229e-31	6.7636807410e-42	1.0121295019e-33	5.7363565075e-30	5.1516040289e-47	4.1221113059e-35	7.7278400611e-64	1.5240470535e-49	2.5928090358e-58	2.6209846664e-19	5.8979139316e-23	2.5214768507e-30	5.5143888093e-45	7.5946729315e-11	2.0062384863e-25	8.3725915872e-01	1.2551236138e-17	1.9903687899e-28	3.3980780323e-04	1.6117211444e-13	5.6859260118e-36	1.0737403362e-15	1.8194991325e-29	1.3595579291e-48	6.8556236792e-05	1.9825043513e-25	1.2698744227e-56	1.7892558066e-71	6.8283375500e-87	7.4030106194e-19	4.6328545577e-42	9.6093275124e-23	3.0757985018e-35	2.4747557684e-35	7.2315363497e-38	7.3339533923e-41	6.4426530540e-36	6.9178862471e-27	1.0903863229e-44	3.6882111616e-43	1.0440319233e-43	9.3618864163e-49	1.2867144728e-58	7.5120077319e-57	2.5552725614e-58	4.2967355085e-50	7.6455494640e-60	6.6557459305e-55	1.2010448182e-62	5.0490237535e-60	1.8762003300e-68	4.6670110712e-79	2.4990249173e-76	2.8508444542e-34	2.4999482412e-33	4.8249049701e-30	1.8823772572e-43	1.0551795676e-48	1.0732765030e-44	4.3099216428e-35	3.0107060719e-47	4.6501344623e-25	4.7112481247e-41	6.8806515247e-51	5.3268039998e-46	8.4943319126e-33	2.0603080492e-08	1.2870273407e-07	1.4201508657e-08
5.1790000000e-08	1.1494000000e+03	2.3593068082e+00	2.1523820752e-26	2.9654662399e-04	1.6233853938e-01	1.8599889015e-17	2.7204392364e-13	1.6750263144e-72	2.2081147263e-05	1.6750263144e-72	7.3504592171e-13	1.5981495846e-10	6.0231458358e-27	1.0794584154e-15	1.3869561408e-19	6.8296700288e-17	3.1183279520e-24	1.0267347974e-17	1.6308537927e-20	2.4083342839e-18	2.4453609538e-22	5.9480468671e-24	3.0823721679e-40	1.5061410929e-34	4.6480757257e-04	1.5889557777e-07	3.2563427534e-38	9.6255379346e-33	2.5228911391e-25	2.3365001922e-34	3.0690442034e-31	4.6939271441e-40	3.8504261003e-39	1.8241396957e-42	1.3230851293e-27	2.4524368930e-29	4.9096700388e-27	1.7738885240e-35	2.4825553191e-27	1.6506451537e-30	1.4901599064e-40	8.9108038083e-34	5.4854754497e-29	1.1177943052e-45	2.5453925871e-35	2.2118845510e-62	2.7702226078e-50	9.5646495491e-59	5.0164669410e-18	1.0379391492e-21	7.9770019232e-29	8.7258178452e-43	8.9967829462e-10	1.4728033654e-23	8.3702504803e-01	5.1287496655e-17	8.5725108195e-28	3.3983558538e-04	8.0623584329e-14	7.1844646206e-36	2.0070050190e-14	1.6478445876e-27	1.3427858228e-45	6.8547502827e-05	3.0907282120e-24	1.2993045497e-53	7.8411754323e-68	2.3895776982e-82	5.6993025904e-17	9.1201641540e-39	6.6916077975e-22	1.2951321652e-34	2.9297358743e-36	5.1649039549e-38	2.9183968082e-40	3.6299615610e-36	1.0762848176e-26	1.0509738710e-44	2.0783849546e-44	6.2091627351e-45	3.9122058613e-50	2.3425995637e-60	2.1593201428e-59	7.9943580812e-58	8.5079263674e-51	2.5352877860e-60	2.2770773547e-56	4.7143518562e-64	2.9199500076e-62	2.9408150026e-71	1.3627399084e-81	1.1986407152e-79	1.3749642440e-34	2.2175945309e-34	1.4598056059e-30	5.0297087642e-44	1.1249393000e-50	1.7514475861e-44	3.9426402194e-36	7.8676996515e-48	8.7928453747e-24	1.6986311437e-41	3.8153460391e-51	2.9575825234e-47	7.6118694233e-32	4.1389801059e-08	1.0789634131e-07	1.4096971154e-08
4.1060000000e-08	1.2756000000e+03	2.3556932334e+00	9.0062259373e-24	3.3587212601e-03	1.6208989751e-01	2.9241506268e-15	6.2384572737e-11	1.6724608012e-72	2.2047327212e-05	1.6724608012e-72	8.7948953606e-12	5.6663691448e-10	6.2271031626e-25	8.0765570591e-16	1.0051827896e-19	2.8713552343e-16	3.2343206804e-23	7.6457328913e-18	1.1561409265e-20	1.4448916833e-19	4.9025653390e-21	6.7475240309e-23	4.3802058521e-38	5.3874630662e-33	4.6414101517e-04	1.1329842750e-07	8.5175783780e-36	1.4033806478e-31	9.5915765362e-26	1.5261664077e-34	1.3269474662e-32	3.4673515750e-41	2.9849693969e-41	3.5153313405e-43	2.2477846502e-27	5.9912719722e-29	1.0300247950e-27	6.3599936850e-36	6.8527821445e-28	5.5760211536e-30	7.7473550618e-39	8.5031410999e-34	1.0025191752e-27	5.7821952415e-44	1.5748612382e-35	1.7211025500e-60	4.0765241987e-51	3.4358990182e-59	2.0131923141e-16	3.7782913210e-20	6.1175888803e-27	5.0826543116e-40	1.9351531511e-08	3.1292332328e-21	8.3421165012e-01	3.0570926384e-16	5.6508354836e-27	3.3938028270e-04	3.5613700326e-14	1.0774786717e-35	7.6621968883e-13	4.5759800349e-25	7.5191872430e-42	6.8442513364e-05	9.7308771301e-23	7.8394496269e-50	2.9645166890e-63	1.2262915257e-76	1.2522887940e-14	1.1720950484e-34	7.7968070641e-21	8.5110902178e-34	2.3899635110e-37	3.8856465390e-38	1.8284125814e-39	2.0277986278e-36	2.0241124752e-26	1.1740414821e-44	7.0466833952e-46	2.2545248556e-46	9.4211773758e-52	2.1014939314e-62	1.9794841751e-62	4.0166464245e-57	1.3936454534e-51	8.1215076852e-61	4.3689349186e-58	1.1087605370e-65	6.3963290157e-65	1.3365739884e-74	1.3877709519e-84	1.3109324853e-83	6.3237963092e-35	1.2581941365e-35	3.6749172526e-31	1.1648122388e-44	5.0212540288e-53	3.7227445092e-44	2.3369422855e-37	1.7849095564e-48	3.5183828570e-22	5.5798753181e-42	2.1965078003e-51	9.8229778407e-49	1.2508546398e-30	7.9263768663e-08	6.9785662252e-08	1.3668313139e-08
3.2550000000e-08	1.4737000000e+03	2.2858610361e+00	1.3730408929e-20	6.2534911509e-02	1.5728490274e-01	1.3836118724e-12	4.8180645297e-08	1.6228823541e-72	2.1393755992e-05	1.6228823541e-72	1.1702218146e-10	2.2704489745e-09	1.6975034073e-22	5.3602787733e-16	6.6883689525e-20	1.6134695570e-15	5.2396134991e-22	5.1452150027e-18	6.9763701138e-21	4.2525230893e-21	1.8221351829e-19	1.3150229011e-21	1.8392622059e-35	4.1782583127e-31	4.5041538105e-04	7.6572369711e-08	7.1739120004e-33	3.4599181443e-30	2.7068852306e-26	8.2641972925e-35	2.5862345135e-34	1.2947170542e-42	7.0440744574e-44	4.4916814920e-44	4.1236025814e-27	1.7400226055e-28	1.4548241136e-28	1.7433416572e-36	1.3620507250e-28	2.3884405102e-29	9.2378579238e-37	7.7421963019e-34	3.5645547527e-26	6.5641173549e-42	8.8522710377e-36	3.2425691529e-58	3.5587444794e-52	9.3396599594e-60	1.7669861232e-14	3.0756006253e-18	1.2999955905e-24	1.3610271046e-36	8.1235202710e-07	2.2625509789e-18	7.7984476262e-01	2.5771321868e-15	5.5360936583e-26	3.2855254342e-04	1.2328755790e-14	1.6980984555e-35	6.6320174373e-11	4.7059694351e-22	3.2248563852e-37	6.6413569238e-05	6.8086515146e-21	3.7409417548e-45	1.4134290273e-57	1.4867205530e-69	9.5110795689e-12	1.3621415938e-29	1.5248403228e-19	8.2056281975e-33	1.0369605031e-38	2.5710186372e-38	1.6205017609e-38	9.3003496575e-37	4.1249320343e-26	1.2226611248e-44	1.0146414834e-47	3.5368226256e-48	8.9541388755e-54	5.8761425032e-65	3.3882919820e-66	2.6395775240e-56	1.3874613522e-52	1.8218529224e-61	3.1096775669e-60	1.0144919506e-67	3.1646629071e-68	9.6552005736e-79	2.6792935392e-88	1.6475894144e-88	2.2899101394e-35	3.4960446327e-37	6.6786605165e-32	1.7724817550e-45	5.9986243423e-56	8.9921499980e-44	7.0086267469e-39	2.7565919661e-49	3.2810918392e-20	1.3349181314e-42	1.0293296409e-51	1.3949954114e-50	3.7158653311e-29	1.1624159220e-07	2.8280927677e-08	1.1542520057e-08
