P               	T               	m               	C               	H               	He              	N               	O               	P               	S               	Si              	Ti              	V               	CH              	HCN             	HNCO            	HCO             	CH2             	H2CO            	CH3             	CH4             	CN              	NCO             	CN2_cnn         	CN2_ncn         	CO              	CO2             	C2              	C2H             	C2H2            	C2H3            	C2H4            	C2H5            	C2H6            	C2H4O           	CH2OH           	CH3O            	CH3OH           	CH3CO           	H2CCO           	HCCO            	C2N             	C2N2            	CCO             	C3              	C3O2            	C4              	C4H2            	C4N2            	NH              	HNO             	HNO2            	HNO3            	OH              	HO2             	H2              	NH2             	N2H2            	H2O             	NH3             	N2H4            	NO              	NO2             	NO3             	N2              	N2O             	N2O3            	N2O4            	N2O5            	O2              	O3              	N2H             	N2H3            	CH3NH2          	CH3NH           	CH2NH           	CH2NH2          	H2CN            	C3H2            	C3H4            	CH2CCH2         	C3H5            	C3H7            	C3H8            	C4H             	C4H2            	C4H3            	C4H4            	C4H5            	C4H6            	C4H8            	C4H9            	C4H10           	CH2CN           	CH3CN           	CH3NO           	C3H3            	C3H6            	C2H3O           	CH3CHO          	C2H4OH          	H2O2            	HC3N            	C2H2CN          	C2H3CN          	H2NN            	TiO             	TiO2            	VO              
1.8570000000e-01	1.2879000000e+03	2.3596544692e+00	1.5098703061e-23	1.9354776840e-06	1.6236246115e-01	2.1145931150e-18	2.1807483057e-17	1.6752731418e-72	2.2084401081e-05	1.6752731418e-72	1.0705663192e-11	6.2938522624e-10	1.9895203552e-21	3.6123446174e-09	4.5070963555e-13	6.9796207922e-13	1.8209367783e-16	3.4414832739e-11	1.1094501066e-10	2.4081598573e-06	1.3557556204e-17	1.7857538477e-19	3.0879481730e-31	3.3685775111e-26	4.6251280725e-04	1.1025266134e-07	6.2713144155e-29	1.7306697080e-21	1.8540210131e-12	6.6548133836e-18	9.8362208062e-13	5.7962320963e-18	8.8291800354e-15	2.9840953935e-23	2.3397438243e-17	6.4395365510e-19	1.9240165372e-14	2.6472018986e-19	1.2950527531e-14	6.0869463154e-20	1.0654767303e-28	1.7752987110e-20	5.8965972067e-21	1.6915363753e-30	3.1709520861e-22	2.3885884319e-40	1.5198239885e-24	1.3801906663e-32	2.7820771591e-16	5.2048611422e-20	9.0411712060e-27	9.0107217891e-40	1.1848290958e-11	2.3506944102e-24	8.3728816497e-01	7.7029200290e-13	3.0879905437e-20	3.4238889624e-04	1.5402229356e-07	2.3982466724e-22	4.9238099317e-16	3.5134848470e-28	7.5397064462e-45	6.8478785924e-05	1.3218985154e-22	1.7004419066e-49	7.5863722450e-63	3.9582881971e-76	4.3835564983e-21	5.8775120073e-41	2.0792969833e-17	1.0006836167e-23	1.8927831666e-17	1.7343783808e-21	4.5583413434e-26	8.8192993690e-20	2.1112604284e-16	1.1404503697e-24	2.3407162315e-19	7.5341492909e-20	6.5404993007e-22	6.2024277354e-26	1.0313882896e-22	9.4559032955e-34	5.2445352316e-25	6.9730337594e-31	6.3208014739e-25	3.5153828707e-29	3.5501625727e-25	2.9988370658e-28	7.1896661799e-35	1.2041878888e-30	2.6710453438e-18	9.5352918046e-16	6.9652211758e-18	2.1245632510e-21	6.4791108053e-20	1.8087813567e-27	1.7900922989e-17	3.3075713825e-25	4.9203249114e-22	4.8663780387e-22	4.3283670095e-28	3.2510902340e-22	7.3989043531e-24	8.2696321864e-08	6.6601848401e-08	1.3629501728e-08
1.4730000000e-01	1.2602000000e+03	2.3596551331e+00	4.5588259852e-24	1.3729090407e-06	1.6236250683e-01	8.9072909955e-19	9.7923884064e-18	1.6752736131e-72	2.2084407295e-05	1.6752736131e-72	6.7258893932e-12	4.9139967491e-10	6.8982940389e-22	2.8956099704e-09	3.6347258167e-13	4.5660934382e-13	8.6679586072e-17	2.7607001103e-11	7.8223844096e-11	2.4095365837e-06	6.5099038924e-18	9.5907188866e-20	8.7428313159e-32	1.2537846698e-26	4.6250480685e-04	1.1776528911e-07	1.5744436341e-29	6.6976291531e-22	1.2864855405e-12	3.6102677408e-18	7.9518358169e-13	3.6662882895e-18	7.5960230085e-15	1.7922029789e-23	1.3867592928e-17	3.5481477525e-19	1.5020373496e-14	1.6158197057e-19	9.5726464278e-15	3.1473232027e-20	3.2046900003e-29	1.0262201317e-20	2.5002591807e-21	4.4366871272e-31	1.9957732362e-22	4.3701087982e-41	7.2930480380e-25	5.5484562311e-33	1.3373395482e-16	2.5498734793e-20	3.8182512206e-27	2.5433084422e-40	7.4055223939e-12	9.3269433691e-25	8.3728871991e-01	4.7031297056e-13	1.6070217615e-20	3.4237397770e-04	1.3708889130e-07	1.2674136919e-22	2.7465912458e-16	1.3216840126e-28	1.5617858704e-45	6.8487630474e-05	6.6625188749e-23	3.0197186014e-50	9.3521148829e-64	2.9082912428e-77	1.9853701231e-21	1.1870873884e-41	1.1115540068e-17	4.5354736653e-24	1.3487710697e-17	9.1439490606e-22	1.8149569484e-26	4.9329943196e-20	1.2266364669e-16	4.8398402281e-25	1.5029897338e-19	4.7718453600e-20	3.9083025975e-22	3.4135227478e-26	7.7610646531e-23	2.5907202053e-34	2.4637001805e-25	2.4957748054e-31	3.4395951220e-25	1.5977979543e-29	2.2487869040e-25	1.9627305794e-28	3.4888158422e-35	7.9108657197e-31	1.5527938730e-18	7.3037519469e-16	5.2419529682e-18	1.0711254131e-21	4.7070094960e-20	7.7591357492e-28	1.3587552123e-17	1.6738352526e-25	2.3649782333e-22	2.6313159059e-22	1.8230341430e-28	2.0973991688e-22	3.2142017558e-24	7.4710401798e-08	7.4591790248e-08	1.3767491291e-08
1.1670000000e-01	1.2324000000e+03	2.3596556285e+00	1.2979790526e-24	9.5313866032e-07	1.6236254091e-01	3.5796252544e-19	4.1886080260e-18	1.6752739648e-72	2.2084411931e-05	1.6752739648e-72	4.0776092451e-12	3.7813002500e-10	2.2819388165e-22	2.3188121662e-09	2.9304352693e-13	2.9405793906e-13	4.0178052943e-17	2.2131516079e-11	5.5022868254e-11	2.4596026093e-06	3.0297848961e-18	5.0235453372e-20	2.3510635793e-32	4.4918503870e-27	4.6244694257e-04	1.2626794531e-07	3.7293986387e-30	2.5110120086e-22	8.9431155935e-13	1.9482391421e-18	6.5541918502e-13	2.3480709275e-18	6.7517648436e-15	1.0823627382e-23	8.1342119239e-18	1.9287278944e-19	1.1821936852e-14	9.8749041803e-20	7.1136078751e-15	1.5996045330e-20	9.2243169715e-30	5.8918090369e-21	1.0281560956e-21	1.1108088617e-31	1.2534506036e-22	7.5766357916e-42	3.5126184427e-25	2.2200162234e-33	6.2027340208e-17	1.2069993089e-20	1.5477429024e-27	6.7608871454e-41	4.5023305122e-12	3.5222643169e-25	8.3728899515e-01	2.8171714016e-13	8.1855493219e-21	3.4240650365e-04	1.2254100819e-07	6.6267278694e-23	1.4821758157e-16	4.7207761877e-29	2.9858464901e-46	6.8495207337e-05	3.2499348725e-23	4.9376443144e-51	1.0436436208e-64	1.8869624308e-78	8.5711944593e-22	2.1984729911e-42	5.7924682536e-18	2.0082340785e-24	9.7436530438e-18	4.7915882348e-22	7.0479954399e-27	2.7502434976e-20	7.0440372083e-17	2.0284559295e-25	9.8268716878e-20	3.0755577240e-20	2.3823258019e-22	1.9278554096e-26	6.1169171491e-23	6.8957974294e-35	1.1604490254e-25	8.8824402743e-32	1.9093116324e-25	7.3820925858e-30	1.4787830605e-25	1.3497815810e-28	1.7619904027e-35	5.5181218391e-31	9.0122443019e-19	5.6895890831e-16	3.9714827304e-18	5.4068884640e-22	3.5389944136e-20	3.2753812455e-28	1.0488339991e-17	8.4885468951e-26	1.0976830170e-22	1.4222696679e-22	7.6188195971e-29	1.3778543555e-22	1.3543258649e-24	6.6318212015e-08	8.2986659655e-08	1.3880763934e-08
9.2550000000e-02	1.2064000000e+03	2.3596559639e+00	3.8044202188e-25	6.6895445033e-07	1.6236256399e-01	1.4726187356e-19	1.8357129349e-18	1.6752742029e-72	2.2084415069e-05	1.6752742029e-72	2.4698936221e-12	2.9222675929e-10	7.7262058510e-23	1.8584323658e-09	2.3646840730e-13	1.9090433529e-13	1.8871624859e-17	1.7757482660e-11	3.8759201370e-11	2.4879089658e-06	1.4319029590e-18	2.6660343457e-20	6.4903317584e-33	1.6411379670e-27	4.6241021725e-04	1.3523497004e-07	9.0913095437e-31	9.5677834776e-23	6.2156170255e-13	1.0548080877e-18	5.3563820899e-13	1.4964783345e-18	5.9147707885e-15	6.5308686132e-24	4.7992625754e-18	1.0568710283e-19	9.2761107150e-15	6.0407694207e-20	5.2781370356e-15	8.2064188979e-21	2.7151702687e-30	3.3978404235e-21	4.3032609529e-22	2.8454386595e-32	7.8948802505e-23	1.3501581296e-42	1.6916073197e-25	8.9216244204e-34	2.9282687056e-17	5.8141877490e-21	6.4098807746e-28	1.8550781359e-41	2.7751949190e-12	1.3637710238e-25	8.3728920896e-01	1.7036556446e-13	4.2175010677e-21	3.4241731741e-04	1.0932803409e-07	3.4871774424e-23	8.1323718377e-17	1.7313332737e-29	5.9495157049e-47	6.8502053841e-05	1.6125783263e-23	8.4275158855e-52	1.2271563211e-65	1.3065498114e-79	3.7907083824e-22	4.2549775412e-43	3.0575746050e-18	9.0026987205e-25	7.0013359320e-18	2.5214591717e-22	2.7731413909e-27	1.5375005648e-20	4.0704993311e-17	8.5615939888e-26	6.3779436818e-20	1.9684938524e-20	1.4410575675e-22	1.0775373552e-26	4.7249655522e-23	1.8642150467e-35	5.4680932297e-26	3.1757318756e-32	1.0515941400e-25	3.3917174172e-30	9.5693147665e-26	9.0884702384e-29	8.7559700680e-36	3.7515801063e-31	5.2405147083e-19	4.4008577633e-16	3.0033212486e-18	2.7315289197e-22	2.6216170256e-20	1.3957158020e-28	8.0419115795e-18	4.3083797234e-26	5.1876290350e-23	7.6988469150e-23	3.1998404601e-29	8.9828010910e-23	5.7963790675e-25	5.8309039313e-08	9.0997461293e-08	1.3966669226e-08
7.3370000000e-02	1.1830000000e+03	2.3596561825e+00	1.2042764693e-25	4.8369348531e-07	1.6236257903e-01	6.4524912938e-20	8.5985690679e-19	1.6752743581e-72	2.2084417116e-05	1.6752743581e-72	1.5274413779e-12	2.2926330647e-10	2.7788031166e-23	1.4883948018e-09	1.9060432337e-13	1.2640592059e-13	9.1566080441e-18	1.4235368655e-11	2.7295892051e-11	2.4418924229e-06	7.0403000821e-19	1.4617452930e-20	1.9140597608e-33	6.2943621750e-28	4.6244762079e-04	1.4427681185e-07	2.3857675826e-31	3.7891121380e-23	4.2926564538e-13	5.7204888364e-19	4.2424036299e-13	9.3181237069e-19	4.9265286965e-15	3.8930093019e-24	2.8625248788e-18	5.8835983103e-20	7.1748288789e-15	3.6745662511e-20	3.8757453660e-15	4.2953561605e-21	8.4422278598e-31	1.9704809140e-21	1.8768827515e-22	7.7074850509e-33	4.9745978090e-23	2.5658352018e-43	8.0468450364e-26	3.5825082461e-34	1.4487225457e-17	2.9315451218e-21	2.8054801292e-28	5.5208551504e-42	1.7760941571e-12	5.6441471718e-26	8.3728955290e-01	1.0551747952e-13	2.2319746497e-21	3.4235467174e-04	9.6776694526e-08	1.8545079079e-23	4.6670890874e-17	6.8113503811e-30	1.3214590967e-47	6.8508520937e-05	8.3617176381e-24	1.6071113726e-52	1.6507067975e-66	1.0697704559e-80	1.7905561331e-22	9.2632585210e-44	1.6672161366e-18	4.1500212239e-25	4.9141313333e-18	1.3313578093e-22	1.1230551100e-27	8.5915422622e-21	2.3811667786e-17	3.6505226678e-26	4.0116172078e-20	1.2221258703e-20	8.4238192499e-23	5.7621121369e-27	3.3970410358e-23	5.1984534561e-36	2.5485620244e-26	1.1340253960e-32	5.5892706307e-26	1.5099500532e-30	5.8287303210e-26	5.6627892685e-29	4.0731842889e-36	2.3242920624e-31	3.0396070552e-19	3.3107381525e-16	2.2446150451e-18	1.3685703285e-22	1.8391919105e-20	6.0486325112e-29	6.0003134512e-18	2.1673519974e-26	2.5691046132e-23	4.1461793387e-23	1.3480337260e-29	5.6730052631e-23	2.5773230665e-25	5.1136210646e-08	9.8171246245e-08	1.4029634000e-08
5.8170000000e-02	1.1604000000e+03	2.3596563412e+00	3.7939571731e-26	3.4917754303e-07	1.6236258995e-01	2.8167330555e-20	4.0124910453e-19	1.6752744708e-72	2.2084418601e-05	1.6752744708e-72	9.3328417513e-13	1.7951448531e-10	9.9558487819e-24	1.1920829562e-09	1.5368416580e-13	8.3602181845e-14	4.4332404682e-18	1.1413806239e-11	1.9220483689e-11	2.4012255674e-06	3.4525600083e-19	8.0011067679e-21	5.6231594129e-34	2.4074676669e-28	4.6247887332e-04	1.5403015351e-07	6.2310075965e-32	1.4970007196e-23	2.9657970815e-13	3.1016980581e-19	3.3666517257e-13	5.8106239042e-19	4.1167098848e-15	2.3234468750e-24	1.7064325014e-18	3.2737518674e-20	5.5553334739e-15	2.2369337220e-20	2.8485056401e-15	2.2459537089e-21	2.6162584067e-31	1.1426266806e-21	8.1753507246e-23	2.0795830723e-33	3.1365503535e-23	4.8562313739e-44	3.8315496805e-26	1.4392485557e-34	7.1466732629e-18	1.4743437544e-21	1.2245724747e-28	1.6367887597e-42	1.1342039180e-12	2.3272472874e-26	8.3728983213e-01	6.5253092943e-14	1.1795617524e-21	3.4229716241e-04	8.5700803657e-08	9.8586671304e-24	2.6715871605e-17	2.6696493116e-30	2.9187713011e-48	6.8514211689e-05	4.3262767928e-24	3.0475604346e-53	2.2060727781e-67	8.6870082804e-82	8.4272164660e-23	2.0038830856e-44	9.0730119087e-19	1.9101001982e-25	3.4549256855e-18	7.0295646648e-23	4.5402027844e-28	4.8017760307e-21	1.3918674889e-17	1.5554058347e-26	2.5284531371e-20	7.6030980902e-21	4.9364040296e-23	3.0906288545e-27	2.4541691681e-23	1.4468975684e-36	1.1888918203e-26	4.0504179340e-33	2.9778013410e-26	6.7378445647e-31	3.5644151687e-26	3.5472566862e-29	1.9036989746e-36	1.4493557462e-31	1.7635581165e-19	2.4952471647e-16	1.6795251013e-18	6.8613857825e-23	1.2949354642e-20	2.6195002135e-29	4.4860692552e-18	1.0913378557e-26	1.2692188511e-23	2.2339748786e-23	5.6777039073e-30	3.5897297928e-23	1.1434052851e-25	4.4379332547e-08	1.0492872855e-07	1.4079383780e-08
4.6120000000e-02	1.1416000000e+03	2.3596564370e+00	1.4027511461e-26	2.6796740363e-07	1.6236259655e-01	1.4010261029e-20	2.1474231567e-19	1.6752745389e-72	2.2084419498e-05	1.6752745389e-72	6.0618997501e-13	1.4535913935e-10	4.0468903877e-24	9.5410435758e-10	1.2368636437e-13	5.7628140333e-14	2.2988805175e-18	9.1406574730e-12	1.3546827042e-11	2.2213650802e-06	1.8394970490e-19	4.6862226181e-21	1.8962016894e-34	1.0191480859e-28	4.6265002769e-04	1.6300150203e-07	1.8992481363e-32	6.4165329761e-24	2.0253894102e-13	1.6913703435e-19	2.5090604840e-13	3.4620337968e-19	3.1067244241e-15	1.3543809034e-24	1.0416404395e-18	1.8835414108e-20	4.1809469076e-15	1.3477817347e-20	2.0512561517e-15	1.2254472950e-21	9.0966958287e-32	6.7107911091e-22	3.8751828639e-23	6.3168893876e-34	1.9803565514e-23	1.0533818206e-44	1.7833688000e-26	5.7870847758e-35	3.8865655032e-18	8.1505717021e-22	5.9908625516e-29	5.7366643382e-43	7.8272589949e-13	1.1012604421e-26	8.3729047751e-01	4.2432416888e-14	6.5936882795e-22	3.4210268255e-04	7.4736959293e-08	5.3643077166e-24	1.6779235741e-17	1.2094202698e-30	8.0649302106e-49	6.8519815412e-05	2.4513441344e-24	7.2665834642e-54	3.8905144658e-68	9.9688524793e-83	4.5418532899e-23	5.5255444266e-45	5.2847561606e-19	9.3268306127e-26	2.3182684441e-18	3.7445772733e-23	1.9521111657e-28	2.6862940793e-21	8.3562893316e-18	6.7859975534e-27	1.4974598008e-20	4.4527299315e-21	2.7024252736e-23	1.5181428853e-27	1.5336852705e-23	4.3072215052e-37	5.4367159413e-27	1.4479065324e-33	1.4787244214e-26	2.8265480114e-31	1.9305558767e-26	1.9000910331e-29	7.7962676989e-37	7.4899943987e-32	1.0196782365e-19	1.7789386972e-16	1.2275485975e-18	3.3900174230e-23	8.1716702721e-21	1.1767417092e-29	3.1752398363e-18	5.4069455956e-27	6.9074503472e-24	1.1934673459e-23	2.4136649907e-30	2.1330445121e-23	5.4959645016e-26	3.8996120888e-08	1.1031227336e-07	1.4113539705e-08
3.6560000000e-02	1.1273000000e+03	2.3596564895e+00	6.4426024176e-27	2.2340665265e-07	1.6236260017e-01	8.3174390383e-21	1.3839972329e-19	1.6752745762e-72	2.2084419990e-05	1.6752745762e-72	4.3085084625e-13	1.2324794841e-10	1.9517397749e-24	7.6265755091e-10	9.9253799093e-14	4.2007429918e-14	1.3080606620e-18	7.3061690807e-12	9.5569994382e-12	1.8907231053e-06	1.0965037439e-19	3.0073425383e-21	7.7047102029e-35	4.9481674633e-29	4.6297347927e-04	1.7039987462e-07	7.1353090069e-33	3.0697973632e-24	1.3605903176e-13	9.2881857423e-20	1.7158227054e-13	1.9373285424e-19	2.0397460347e-15	7.6384485412e-25	6.5633270665e-19	1.1332512306e-20	3.0262184593e-15	8.0001859393e-21	1.4357629980e-15	7.0791206481e-22	3.6945842892e-32	4.0065464935e-22	2.0573675034e-23	2.2519929024e-34	1.2512759972e-23	2.7457832281e-45	8.0360320102e-27	2.3257365291e-35	2.4123667849e-18	5.1222062321e-22	3.4201088732e-29	2.5215333554e-43	6.0014493056e-13	6.2811626048e-27	8.3729153833e-01	2.9536932569e-14	3.9759790811e-22	3.4176053447e-04	6.3827508709e-08	3.0109072433e-24	1.1951027193e-17	6.6673021830e-31	3.0179929095e-49	6.8525367407e-05	1.5707502605e-24	2.3624577953e-54	9.9851200573e-69	1.8268127587e-83	2.9418123622e-23	2.1170346564e-45	3.3749888266e-19	4.9325211143e-26	1.4590082640e-18	2.0173409547e-23	9.1197698438e-29	1.5037731380e-21	5.1998166333e-18	3.0542227643e-27	8.1403206424e-21	2.3994603224e-21	1.3469709339e-23	6.6080964722e-28	7.8597634574e-24	1.4026998538e-37	2.4161868980e-27	5.1736191226e-34	6.6639704508e-27	1.0884356985e-31	8.8529557969e-27	8.2131652476e-30	2.6629381034e-37	2.9928716240e-32	5.8630876928e-20	1.1750783079e-16	8.6850290314e-19	1.6400178819e-23	4.4384516820e-21	5.5502899981e-30	2.0845927902e-18	2.6177653687e-27	4.2859581704e-24	6.2954461340e-24	1.0379471403e-30	1.1624934852e-23	2.9443879380e-26	3.5099036212e-08	1.1420953671e-07	1.4135651214e-08
2.8990000000e-02	1.1159000000e+03	2.3596565069e+00	3.4172620535e-27	1.9676690053e-07	1.6236260233e-01	5.5535078222e-21	1.0091345671e-19	1.6752745985e-72	2.2084420284e-05	1.6752745985e-72	3.2540493972e-13	1.0774163685e-10	1.0545964115e-24	6.0915586291e-10	7.9512209273e-14	3.1783050627e-14	7.9178776992e-19	5.8338903765e-12	6.7485331937e-12	1.5232612099e-06	7.0423005225e-20	2.0509889152e-21	3.5442695427e-35	2.6320007995e-29	4.6333481360e-04	1.7669166639e-07	3.0801560615e-33	1.5800254005e-24	9.0419475779e-14	5.1264895924e-20	1.1087365888e-13	1.0406102390e-19	1.2218755494e-15	4.2172989648e-25	4.2256864134e-19	7.0272455237e-21	2.1357047716e-15	4.7042265373e-21	9.8645431377e-16	4.2483024470e-22	1.6639013850e-32	2.4186199479e-22	1.1776488297e-23	8.9300279512e-35	7.9111464543e-24	8.0875164700e-46	3.5450196949e-27	9.3462369685e-36	1.6350204816e-18	3.5062473964e-22	2.1643747581e-29	1.2891196115e-43	4.9353293027e-13	4.0570576259e-27	8.3729268302e-01	2.1517840875e-14	2.5224283586e-22	3.4138361956e-04	5.3779681324e-08	1.7266112545e-24	9.2548661656e-18	4.1888501135e-31	1.3822428006e-49	6.8530468999e-05	1.0924617154e-24	9.4446081266e-55	3.2913515583e-69	4.5741626641e-84	2.1531930881e-23	1.0096230397e-45	2.2919336252e-19	2.7524457694e-26	8.8066609104e-19	1.0957442200e-23	4.5046428284e-29	8.4273065134e-22	3.3146607763e-18	1.4037659891e-27	4.1825934788e-21	1.2241241561e-21	6.3126779034e-24	2.6573125905e-28	3.5348726900e-24	4.8500217009e-38	1.0539236810e-27	1.8490610206e-34	2.8174040219e-27	3.9627530579e-32	3.6381634973e-27	3.0826094919e-30	8.0747610349e-38	1.0096938642e-32	3.3599999404e-20	7.3817995988e-17	6.0170246232e-19	7.8271266171e-24	2.1840283321e-21	2.7056036110e-30	1.3027022585e-18	1.2492422547e-27	2.9027756710e-24	3.2936120137e-24	4.4998077272e-31	5.9852376419e-24	1.6961358230e-26	3.2131493924e-08	1.1717718643e-07	1.4151157716e-08
2.2980000000e-02	1.1050000000e+03	2.3596565385e+00	1.8405027992e-27	1.7438063805e-07	1.6236260415e-01	3.7564789824e-21	7.4620982053e-20	1.6752746173e-72	2.2084420532e-05	1.6752746173e-72	2.4684649873e-13	9.4470981586e-11	5.7659518481e-25	4.8615923283e-10	6.3655596776e-14	2.4137031832e-14	4.8215085050e-19	4.6554630356e-12	4.7614138828e-12	1.2185798705e-06	4.5571415314e-20	1.4076621755e-21	1.6514321550e-35	1.4129975070e-29	4.6363323732e-04	1.8308081801e-07	1.3483661937e-33	8.1869975660e-25	5.9933300050e-14	2.8264136906e-20	7.1076963926e-14	5.5536450811e-20	7.2312947909e-16	2.3195521763e-25	2.7251718241e-19	4.3692166192e-21	1.5018069113e-15	2.7596414928e-21	6.7558921957e-16	2.5575001486e-22	7.5688764321e-33	1.4597802126e-22	6.7921250839e-24	3.5756125880e-35	4.9959797742e-24	2.4079058484e-46	1.5558758143e-27	3.7454864885e-36	1.1187932902e-18	2.4230664057e-22	1.3858486303e-29	6.7051972110e-44	4.0912628463e-13	2.6578853742e-27	8.3729364225e-01	1.5750326987e-14	1.6085823300e-22	3.4106970671e-04	4.5229235359e-08	9.9174234130e-25	7.2354511324e-18	2.6712028694e-31	6.4776432127e-50	6.8534806498e-05	7.6683074797e-25	3.8647368877e-55	1.1160947245e-69	1.1864981688e-84	1.5984112852e-23	4.9364799112e-46	1.5665634186e-19	1.5440771636e-26	5.2841641714e-19	5.9495556774e-24	2.2361071289e-29	4.7174106091e-22	2.1165729486e-18	6.4526752180e-28	2.1306349312e-21	6.1926685319e-22	2.9310403867e-24	1.0562394620e-28	1.5624134859e-24	1.6834250987e-38	4.5749647251e-28	6.5888965883e-35	1.1791461324e-27	1.4292184798e-32	1.4721750115e-27	1.1349775932e-30	2.4072937898e-38	3.3302886976e-33	1.9217862851e-20	4.6037900735e-17	4.1557592013e-19	3.7215039513e-24	1.0602083227e-21	1.3218488713e-30	8.0848952213e-19	5.9421030570e-28	1.9857317137e-24	1.7179679412e-24	1.9479580377e-31	3.0548839907e-24	9.8444291430e-27	2.9410885448e-08	1.1989787513e-07	1.4164428531e-08
1.8220000000e-02	1.0945000000e+03	2.3596565646e+00	1.0020214557e-27	1.5518899307e-07	1.6236260571e-01	2.5638843679e-21	5.5709363188e-20	1.6752746334e-72	2.2084420744e-05	1.6752746334e-72	1.8774921515e-13	8.3008174072e-11	3.1794617969e-25	3.8792410938e-10	5.0959557453e-14	1.8382602255e-14	2.9495684061e-19	3.7150470448e-12	3.3594261082e-12	9.7076946082e-07	2.9652258476e-20	9.7068973667e-22	7.7680598417e-36	7.6386245659e-30	4.6387462527e-04	1.8960843184e-07	5.9632895008e-34	4.2646268620e-25	3.9683136321e-14	1.5586231284e-20	4.5363138348e-14	2.9546600332e-20	4.2500404511e-16	1.2739376494e-25	1.7607002845e-19	2.7235399493e-21	1.0542723103e-15	1.6178745141e-21	4.6201635124e-16	1.5439742677e-22	3.4693828192e-33	8.8163767690e-23	3.9401109802e-24	1.4425469684e-35	3.1549787078e-24	7.2318247260e-47	6.8143686976e-28	1.5003740638e-36	7.7075678000e-19	1.6859469991e-22	8.9486594130e-30	3.5311674474e-44	3.4102808204e-13	1.7586143046e-27	8.3729442497e-01	1.1570032238e-14	1.0300556528e-22	3.4081276305e-04	3.8004664073e-08	5.7081691632e-25	5.6939680294e-18	1.7212920272e-31	3.0852920802e-50	6.8538468568e-05	5.4181780762e-25	1.6080814252e-55	3.8624498289e-70	3.1566833527e-85	1.1981083348e-23	2.4560143409e-46	1.0759407583e-19	8.7005001671e-27	3.1612729246e-19	3.2330276216e-24	1.1148415065e-29	2.6413649885e-22	1.3539924912e-18	2.9697302084e-28	1.0804704131e-21	3.1191009993e-22	1.3544253078e-24	4.1734001244e-29	6.8384028350e-25	5.8667562418e-39	1.9821951817e-28	2.3470365972e-35	4.9093993848e-28	5.1316907191e-33	5.9064656101e-28	4.1342534921e-31	7.1130548913e-39	1.0845988686e-33	1.0987577921e-20	2.8600101080e-17	2.8664975387e-19	1.7671410558e-24	5.1077875749e-22	6.4749896790e-31	4.9995151423e-19	2.8240469556e-28	1.3681994758e-24	8.9523131447e-25	8.4354847336e-32	1.5520987939e-24	5.7468557722e-27	2.6906715074e-08	1.2240210604e-07	1.4175891475e-08
1.4440000000e-02	1.0826000000e+03	2.3596565924e+00	4.9562414181e-28	1.3320010859e-07	1.6236260749e-01	1.6188869566e-21	3.8341749523e-20	1.6752746518e-72	2.2084420987e-05	1.6752746518e-72	1.3639706638e-13	7.1439058528e-11	1.6249262795e-25	3.0952306398e-10	4.0831757646e-14	1.3654939704e-14	1.7306278471e-19	2.9656187783e-12	2.3669260954e-12	8.0141255685e-07	1.8352069478e-20	6.4281998284e-22	3.3634655642e-36	3.8849374441e-30	4.6403618184e-04	1.9749409134e-07	2.4025798372e-34	2.1140892840e-25	2.6434699853e-14	8.5548734731e-21	3.0020287470e-14	1.6128320273e-20	2.6504434727e-16	7.0893949113e-26	1.1208786330e-19	1.6635879660e-21	7.5219406095e-16	9.5364695542e-22	3.1962751478e-16	9.0819161039e-23	1.4834195331e-33	5.2806669297e-23	2.1743105488e-24	5.4136688628e-36	1.9902363434e-24	1.9986444178e-47	3.0206440135e-28	5.9987185048e-37	5.0084970038e-19	1.1086703913e-22	5.4000801250e-30	1.6840580294e-44	2.7144776347e-13	1.0720750688e-27	8.3729497355e-01	8.2446293308e-15	6.3761371322e-23	3.4063274154e-04	3.2210753346e-08	3.2376574558e-25	4.2405157030e-18	1.0177490090e-31	1.2866226607e-50	6.8541405485e-05	3.6271297154e-25	5.8396678703e-56	1.1339458503e-70	6.8398084482e-86	8.2873717879e-24	1.0579378362e-46	7.0933408605e-20	4.7292465522e-27	1.9425104701e-19	1.7457894978e-24	5.3518410889e-30	1.4765399545e-22	8.5178966654e-19	1.3455503517e-28	5.6775918936e-22	1.6261917083e-22	6.5078958258e-25	1.7342465510e-29	3.2567936490e-25	1.9608172369e-39	8.6774685615e-29	8.3402071553e-36	2.1275007367e-28	1.9078936806e-33	2.5419581883e-28	1.6495022748e-31	2.2682724816e-39	3.9410374201e-34	6.2886367242e-21	1.8345599309e-17	2.0041274521e-19	8.4526670344e-25	2.6221356057e-22	3.1002997094e-31	3.1912334159e-19	1.3535461082e-28	8.8995894962e-25	4.6832657016e-25	3.6266891627e-32	8.1733799178e-25	3.1962040970e-27	2.4212296489e-08	1.2509657762e-07	1.4187460747e-08
